District,Year,Taluka,Rural/Urban,Boys,Girls,Total
Nagpur,2021,Nagpur (Gra),Rural,55,46,101
Nagpur,2021,Nagpur (Gra),Urban,0,0,0
Nagpur,2021,Nagpur (Gra),Total,55,46,101
Nagpur,2021,Nagpur (Sh),Rural,0,0,0
Nagpur,2021,Nagpur (Sh),Urban,28665,26934,55599
Nagpur,2021,Nagpur (Sh),Total,28665,26934,55599
Nagpur,2021,Hingana,Rural,125,116,241
Nagpur,2021,Hingana,Urban,43,36,79
Nagpur,2021,Hingana,Total,168,152,320
Nagpur,2021,Umred,Rural,143,135,278
Nagpur,2021,Umred,Urban,176,182,358
Nagpur,2021,Umred,Total,319,317,636
Nagpur,2021,Kuhi,Rural,92,67,159
Nagpur,2021,Kuhi,Urban,75,70,145
Nagpur,2021,Kuhi,Total,167,137,304
Nagpur,2021,Bhiwapur,Rural,41,43,84
Nagpur,2021,Bhiwapur,Urban,84,69,153
Nagpur,2021,Bhiwapur,Total,125,112,237
Nanded,2014,Mahur,Rural,341,259,600
Nanded,2014,Mahur,Urban,169,141,310
Nanded,2014,Mahur,Total,510,400,910
Nanded,2014,Kinvat,Rural,1349,1320,2669
Nanded,2014,Kinvat,Urban,682,625,1307
Nanded,2014,Kinvat,Total,2031,1945,3976
Nanded,2014,Himalay Nagar,Rural,487,403,890
Nanded,2014,Himalay Nagar,Urban,545,535,1080
Nanded,2014,Himalay Nagar,Total,1032,938,1970
Nanded,2014,Hadgaon,Rural,764,712,1476
Nanded,2014,Hadgaon,Urban,924,861,1785
Nanded,2014,Hadgaon,Total,1688,1573,3261
Nanded,2014,Andhrapur,Rural,430,437,867
Nanded,2014,Andhrapur,Urban,176,177,353
Nanded,2014,Andhrapur,Total,606,614,1220
Nanded,2014,Nanded,Rural,1897,1723,3620
Nanded,2014,Nanded,Urban,15733,14335,30068
Nanded,2014,Nanded,Total,17630,16058,33688
Nanded,2014,Mudkhed,Rural,545,516,1061
Nanded,2014,Mudkhed,Urban,309,293,602
Nanded,2014,Mudkhed,Total,854,809,1663
Nanded,2014,Bhokar,Rural,358,327,685
Nanded,2014,Bhokar,Urban,735,647,1382
Nanded,2014,Bhokar,Total,1093,974,2067
Nanded,2014,Umari,Rural,239,200,439
Nanded,2014,Umari,Urban,521,486,1007
Nanded,2014,Umari,Total,760,686,1446
Nanded,2014,Dharmabad,Rural,199,191,390
Nanded,2014,Dharmabad,Urban,445,387,832
Nanded,2014,Dharmabad,Total,644,578,1222
Nanded,2014,Biloli,Rural,779,682,1461
Nanded,2014,Biloli,Urban,600,1265,2644
Nanded,2014,Biloli,Total,1379,1947,4105
Nanded,2014,Naygaon,Rural,1029,892,1921
Nanded,2014,Naygaon,Urban,561,547,1108
Nanded,2014,Naygaon,Total,1590,1439,3029
Nanded,2014,Loha,Rural,877,772,1649
Nanded,2014,Loha,Urban,748,691,1439
Nanded,2014,Loha,Total,1625,1463,3088
Nanded,2014,Kandhar,Rural,1482,1330,2812
Nanded,2014,Kandhar,Urban,455,383,838
Nanded,2014,Kandhar,Total,1937,1713,3650
Nanded,2014,Mukhed,Rural,1042,979,2021
Nanded,2014,Mukhed,Urban,978,876,1854
Nanded,2014,Mukhed,Total,2020,1855,3875
Nanded,2014,Deglur,Rural,638,559,1197
Nanded,2014,Deglur,Urban,2019,1902,3921
Nanded,2014,Deglur,Total,2657,2461,5118
Nanded,2015,Mahur,Rural,600,219,819
Nanded,2015,Mahur,Urban,310,51,361
Nanded,2015,Mahur,Total,910,270,1180
Nanded,2015,Kinvat,Rural,2669,868,3537
Nanded,2015,Kinvat,Urban,1307,162,1469
Nanded,2015,Kinvat,Total,3976,1030,5006
Nanded,2015,Himalay Nagar,Rural,890,318,1208
Nanded,2015,Himalay Nagar,Urban,1080,318,1398
Nanded,2015,Himalay Nagar,Total,1970,636,2606
Nanded,2015,Hadgaon,Rural,1476,732,2208
Nanded,2015,Hadgaon,Urban,1785,109,1894
Nanded,2015,Hadgaon,Total,3261,841,4102
Nanded,2015,Andhrapur,Rural,867,326,1193
Nanded,2015,Andhrapur,Urban,353,106,459
Nanded,2015,Andhrapur,Total,1220,432,1652
Nanded,2015,Nanded,Rural,3620,621,4241
Nanded,2015,Nanded,Urban,29068,6671,35739
Nanded,2015,Nanded,Total,32688,7292,39980
Nanded,2015,Mudkhed,Rural,1061,402,1463
Nanded,2015,Mudkhed,Urban,602,67,669
Nanded,2015,Mudkhed,Total,1663,469,2132
Nanded,2015,Bhokar,Rural,685,405,1090
Nanded,2015,Bhokar,Urban,882,136,1018
Nanded,2015,Bhokar,Total,1567,541,2108
Nanded,2015,Umari,Rural,439,220,659
Nanded,2015,Umari,Urban,1007,220,1227
Nanded,2015,Umari,Total,1446,440,1886
Nanded,2015,Dharmabad,Rural,390,355,745
Nanded,2015,Dharmabad,Urban,832,154,986
Nanded,2015,Dharmabad,Total,1222,509,1731
Nanded,2015,Biloli,Rural,1461,792,2253
Nanded,2015,Biloli,Urban,2644,741,3385
Nanded,2015,Biloli,Total,4105,1533,5638
Nanded,2015,Naygaon,Rural,1921,584,2505
Nanded,2015,Naygaon,Urban,1108,72,1180
Nanded,2015,Naygaon,Total,3029,656,3685
Nanded,2015,Loha,Rural,1870,672,2542
Nanded,2015,Loha,Urban,631,98,729
Nanded,2015,Loha,Total,2501,770,3271
Nanded,2015,Kandhar,Rural,2813,894,3707
Nanded,2015,Kandhar,Urban,838,47,885
Nanded,2015,Kandhar,Total,3651,941,4592
Nanded,2015,Mukhed,Rural,2021,1089,3110
Nanded,2015,Mukhed,Urban,1854,95,1949
Nanded,2015,Mukhed,Total,3875,1184,5059
Nanded,2015,Deglur,Rural,1197,880,2077
Nanded,2015,Deglur,Urban,3921,252,4173
Nanded,2015,Deglur,Total,5118,1132,6250
Nanded,2016,Mahur,Rural,176,134,310
Nanded,2016,Mahur,Urban,604,566,1170
Nanded,2016,Mahur,Total,780,700,1480
Nanded,2016,Kinvat,Rural,943,947,1890
Nanded,2016,Kinvat,Urban,1419,1405,2824
Nanded,2016,Kinvat,Total,2362,2352,4714
Nanded,2016,Himalay Nagar,Rural,316,300,616
Nanded,2016,Himalay Nagar,Urban,716,698,1414
Nanded,2016,Himalay Nagar,Total,1032,998,2030
Nanded,2016,Hadgaon,Rural,710,744,1454
Nanded,2016,Hadgaon,Urban,1486,920,2406
Nanded,2016,Hadgaon,Total,2196,1664,3860
Nanded,2016,Andhrapur,Rural,215,208,423
Nanded,2016,Andhrapur,Urban,192,129,321
Nanded,2016,Andhrapur,Total,407,337,744
Nanded,2016,Nanded,Rural,5971,5301,11272
Nanded,2016,Nanded,Urban,14025,12742,26767
Nanded,2016,Nanded,Total,19996,18043,38039
Nanded,2016,Mudkhed,Rural,335,269,604
Nanded,2016,Mudkhed,Urban,591,558,1149
Nanded,2016,Mudkhed,Total,926,827,1753
Nanded,2016,Bhokar,Rural,288,235,523
Nanded,2016,Bhokar,Urban,1123,1151,2274
Nanded,2016,Bhokar,Total,1411,1386,2797
Nanded,2016,Umari,Rural,166,132,298
Nanded,2016,Umari,Urban,837,625,1462
Nanded,2016,Umari,Total,1003,757,1760
Nanded,2016,Dharmabad,Rural,311,151,462
Nanded,2016,Dharmabad,Urban,741,626,1367
Nanded,2016,Dharmabad,Total,1052,777,1829
Nanded,2016,Biloli,Rural,462,396,858
Nanded,2016,Biloli,Urban,704,582,1286
Nanded,2016,Biloli,Total,1166,978,2144
Nanded,2016,Naygaon,Rural,449,414,863
Nanded,2016,Naygaon,Urban,1171,1222,2393
Nanded,2016,Naygaon,Total,1620,1636,3256
Nanded,2016,Loha,Rural,608,543,1151
Nanded,2016,Loha,Urban,1097,1034,2131
Nanded,2016,Loha,Total,1705,1577,3282
Nanded,2016,Kandhar,Rural,951,834,1785
Nanded,2016,Kandhar,Urban,1135,958,2093
Nanded,2016,Kandhar,Total,2086,1792,3878
Nanded,2016,Mukhed,Rural,878,758,1636
Nanded,2016,Mukhed,Urban,1686,1424,3110
Nanded,2016,Mukhed,Total,2564,2182,4746
Nanded,2016,Deglur,Rural,624,597,1221
Nanded,2016,Deglur,Urban,3183,2916,6099
Nanded,2016,Deglur,Total,3807,3513,7320
Nanded,2017,Mahur,Rural,250,253,503
Nanded,2017,Mahur,Urban,552,547,1099
Nanded,2017,Mahur,Total,802,800,1602
Nanded,2017,Kinvat,Rural,701,675,1376
Nanded,2017,Kinvat,Urban,953,926,1879
Nanded,2017,Kinvat,Total,1654,1601,3255
Nanded,2017,Himalay Nagar,Rural,139,120,259
Nanded,2017,Himalay Nagar,Urban,787,782,1569
Nanded,2017,Himalay Nagar,Total,926,902,1828
Nanded,2017,Hadgaon,Rural,313,306,619
Nanded,2017,Hadgaon,Urban,1619,1445,3064
Nanded,2017,Hadgaon,Total,1932,1751,3683
Nanded,2017,Andhrapur,Rural,181,172,353
Nanded,2017,Andhrapur,Urban,181,150,331
Nanded,2017,Andhrapur,Total,362,322,684
Nanded,2017,Nanded,Rural,8041,7323,15364
Nanded,2017,Nanded,Urban,12182,11160,23342
Nanded,2017,Nanded,Total,20223,18483,38706
Nanded,2017,Mudkhed,Rural,118,114,232
Nanded,2017,Mudkhed,Urban,467,342,809
Nanded,2017,Mudkhed,Total,585,456,1041
Nanded,2017,Bhokar,Rural,136,107,243
Nanded,2017,Bhokar,Urban,1084,1013,2097
Nanded,2017,Bhokar,Total,1220,1120,2340
Nanded,2017,Umari,Rural,150,105,255
Nanded,2017,Umari,Urban,728,698,1426
Nanded,2017,Umari,Total,878,803,1681
Nanded,2017,Dharmabad,Rural,116,87,203
Nanded,2017,Dharmabad,Urban,606,553,1159
Nanded,2017,Dharmabad,Total,722,640,1362
Nanded,2017,Biloli,Rural,293,233,526
Nanded,2017,Biloli,Urban,719,668,1387
Nanded,2017,Biloli,Total,1012,901,1913
Nanded,2017,Naygaon,Rural,380,332,712
Nanded,2017,Naygaon,Urban,833,758,1591
Nanded,2017,Naygaon,Total,1213,1090,2303
Nanded,2017,Loha,Rural,572,594,1166
Nanded,2017,Loha,Urban,1011,943,1954
Nanded,2017,Loha,Total,1583,1537,3120
Nanded,2017,Kandhar,Rural,692,578,1270
Nanded,2017,Kandhar,Urban,1281,1171,2452
Nanded,2017,Kandhar,Total,1973,1749,3722
Nanded,2017,Mukhed,Rural,647,538,1185
Nanded,2017,Mukhed,Urban,1970,1804,3774
Nanded,2017,Mukhed,Total,2617,2342,4959
Nanded,2017,Deglur,Rural,473,416,889
Nanded,2017,Deglur,Urban,2435,2224,4659
Nanded,2017,Deglur,Total,2908,2640,5548
Nanded,2018,Mahur,Rural,13202,11953,25155
Nanded,2018,Mahur,Urban,27408,25184,52592
Nanded,2018,Mahur,Total,40610,37137,77747
Nanded,2018,Kinvat,Rural,746,681,1427
Nanded,2018,Kinvat,Urban,390,431,821
Nanded,2018,Kinvat,Total,1136,1112,2248
Nanded,2018,Himalay Nagar,Rural,144,133,277
Nanded,2018,Himalay Nagar,Urban,176,183,359
Nanded,2018,Himalay Nagar,Total,320,316,636
Nanded,2018,Hadgaon,Rural,537,496,1033
Nanded,2018,Hadgaon,Urban,665,628,1293
Nanded,2018,Hadgaon,Total,1202,1124,2326
Nanded,2018,Andhrapur,Rural,405,361,766
Nanded,2018,Andhrapur,Urban,161,168,329
Nanded,2018,Andhrapur,Total,566,529,1095
Nanded,2018,Nanded,Rural,161,168,329
Nanded,2018,Nanded,Urban,19714,19574,39288
Nanded,2018,Nanded,Total,19875,19742,39617
Nanded,2018,Mudkhed,Rural,231,219,450
Nanded,2018,Mudkhed,Urban,252,254,506
Nanded,2018,Mudkhed,Total,483,473,956
Nanded,2018,Bhokar,Rural,192,155,347
Nanded,2018,Bhokar,Urban,324,297,621
Nanded,2018,Bhokar,Total,516,452,968
Nanded,2018,Umari,Rural,94,99,193
Nanded,2018,Umari,Urban,399,397,796
Nanded,2018,Umari,Total,493,496,989
Nanded,2018,Dharmabad,Rural,38,34,72
Nanded,2018,Dharmabad,Urban,168,180,348
Nanded,2018,Dharmabad,Total,206,214,420
Nanded,2018,Biloli,Rural,334,307,641
Nanded,2018,Biloli,Urban,267,223,490
Nanded,2018,Biloli,Total,601,530,1131
Nanded,2018,Naygaon,Rural,232,218,450
Nanded,2018,Naygaon,Urban,613,533,1146
Nanded,2018,Naygaon,Total,845,751,1596
Nanded,2018,Loha,Rural,524,540,1064
Nanded,2018,Loha,Urban,321,306,627
Nanded,2018,Loha,Total,845,846,1691
Nanded,2018,Kandhar,Rural,385,411,796
Nanded,2018,Kandhar,Urban,262,279,541
Nanded,2018,Kandhar,Total,647,690,1337
Nanded,2018,Mukhed,Rural,637,637,1274
Nanded,2018,Mukhed,Urban,802,783,1585
Nanded,2018,Mukhed,Total,1439,1420,2859
Nanded,2018,Deglur,Rural,428,411,839
Nanded,2018,Deglur,Urban,685,675,1360
Nanded,2018,Deglur,Total,1113,1086,2199
Nanded,2019,Mahur,Rural,212,219,431
Nanded,2019,Mahur,Urban,262,246,508
Nanded,2019,Mahur,Total,474,465,939
Nanded,2019,Kinvat,Rural,630,336,966
Nanded,2019,Kinvat,Urban,390,398,788
Nanded,2019,Kinvat,Total,1020,734,1754
Nanded,2019,Himalay Nagar,Rural,194,205,399
Nanded,2019,Himalay Nagar,Urban,190,160,350
Nanded,2019,Himalay Nagar,Total,384,365,749
Nanded,2019,Hadgaon,Rural,537,560,1097
Nanded,2019,Hadgaon,Urban,665,670,1335
Nanded,2019,Hadgaon,Total,1202,1230,2432
Nanded,2019,Andhrapur,Rural,380,385,765
Nanded,2019,Andhrapur,Urban,0,0,0
Nanded,2019,Andhrapur,Total,380,385,765
Nanded,2019,Nanded,Rural,296,258,554
Nanded,2019,Nanded,Urban,19814,19830,39644
Nanded,2019,Nanded,Total,20110,20088,40198
Nanded,2019,Mudkhed,Rural,241,280,521
Nanded,2019,Mudkhed,Urban,95,95,190
Nanded,2019,Mudkhed,Total,336,375,711
Nanded,2019,Bhokar,Rural,192,190,382
Nanded,2019,Bhokar,Urban,304,301,605
Nanded,2019,Bhokar,Total,496,491,987
Nanded,2019,Umari,Rural,94,99,193
Nanded,2019,Umari,Urban,399,397,796
Nanded,2019,Umari,Total,493,496,989
Nanded,2019,Dharmabad,Rural,48,44,92
Nanded,2019,Dharmabad,Urban,188,192,380
Nanded,2019,Dharmabad,Total,236,236,472
Nanded,2019,Biloli,Rural,334,307,641
Nanded,2019,Biloli,Urban,317,307,624
Nanded,2019,Biloli,Total,651,614,1265
Nanded,2019,Naygaon,Rural,232,218,450
Nanded,2019,Naygaon,Urban,613,533,1146
Nanded,2019,Naygaon,Total,845,751,1596
Nanded,2019,Loha,Rural,524,540,1064
Nanded,2019,Loha,Urban,321,316,672
Nanded,2019,Loha,Total,845,856,1701
Nanded,2019,Kandhar,Rural,385,385,770
Nanded,2019,Kandhar,Urban,341,359,700
Nanded,2019,Kandhar,Total,726,744,1470
Nanded,2019,Mukhed,Rural,637,637,1274
Nanded,2019,Mukhed,Urban,802,783,1585
Nanded,2019,Mukhed,Total,1439,1420,2859
Nanded,2019,Deglur,Rural,428,480,908
Nanded,2019,Deglur,Urban,735,726,1461
Nanded,2019,Deglur,Total,1163,1206,2369
Nanded,2020,Mahur,Rural,164,146,310
Nanded,2020,Mahur,Urban,233,236,469
Nanded,2020,Mahur,Total,397,382,779
Nanded,2020,Kinvat,Rural,410,381,791
Nanded,2020,Kinvat,Urban,465,420,885
Nanded,2020,Kinvat,Total,875,801,1676
Nanded,2020,Himalay Nagar,Rural,99,87,186
Nanded,2020,Himalay Nagar,Urban,222,223,445
Nanded,2020,Himalay Nagar,Total,475,310,631
Nanded,2020,Hadgaon,Rural,475,486,961
Nanded,2020,Hadgaon,Urban,741,749,1490
Nanded,2020,Hadgaon,Total,1216,1235,2451
Nanded,2020,Andhrapur,Rural,314,308,622
Nanded,2020,Andhrapur,Urban,0,0,0
Nanded,2020,Andhrapur,Total,314,308,622
Nanded,2020,Nanded,Rural,241,253,494
Nanded,2020,Nanded,Urban,20786,21069,41855
Nanded,2020,Nanded,Total,21027,21322,42349
Nanded,2020,Mudkhed,Rural,199,183,382
Nanded,2020,Mudkhed,Urban,175,192,367
Nanded,2020,Mudkhed,Total,374,375,749
Nanded,2020,Bhokar,Rural,147,127,274
Nanded,2020,Bhokar,Urban,198,210,408
Nanded,2020,Bhokar,Total,345,337,682
Nanded,2020,Umari,Rural,155,123,278
Nanded,2020,Umari,Urban,255,246,501
Nanded,2020,Umari,Total,410,369,779
Nanded,2020,Dharmabad,Rural,47,44,91
Nanded,2020,Dharmabad,Urban,112,96,208
Nanded,2020,Dharmabad,Total,159,140,299
Nanded,2020,Biloli,Rural,275,267,542
Nanded,2020,Biloli,Urban,176,164,340
Nanded,2020,Biloli,Total,451,431,882
Nanded,2020,Naygaon,Rural,213,196,409
Nanded,2020,Naygaon,Urban,476,500,976
Nanded,2020,Naygaon,Total,689,696,1385
Nanded,2020,Loha,Rural,491,482,973
Nanded,2020,Loha,Urban,420,402,672
Nanded,2020,Loha,Total,911,884,1795
Nanded,2020,Kandhar,Rural,390,398,788
Nanded,2020,Kandhar,Urban,184,186,370
Nanded,2020,Kandhar,Total,574,584,1158
Nanded,2020,Mukhed,Rural,663,563,1226
Nanded,2020,Mukhed,Urban,863,866,1729
Nanded,2020,Mukhed,Total,1526,1429,2955
Nanded,2020,Deglur,Rural,410,413,823
Nanded,2020,Deglur,Urban,603,614,1217
Nanded,2020,Deglur,Total,1013,1027,2040
Nanded,2021,Mahur,Rural,136,153,289
Nanded,2021,Mahur,Urban,243,222,465
Nanded,2021,Mahur,Total,379,375,754
Nanded,2021,Kinvat,Rural,475,436,911
Nanded,2021,Kinvat,Urban,600,474,1074
Nanded,2021,Kinvat,Total,1075,910,1985
Nanded,2021,Himalay Nagar,Rural,83,80,163
Nanded,2021,Himalay Nagar,Urban,220,205,425
Nanded,2021,Himalay Nagar,Total,303,285,588
Nanded,2021,Hadgaon,Rural,502,528,1030
Nanded,2021,Hadgaon,Urban,553,508,1061
Nanded,2021,Hadgaon,Total,1055,1036,2091
Nanded,2021,Andhrapur,Rural,371,306,677
Nanded,2021,Andhrapur,Urban,0,0,0
Nanded,2021,Andhrapur,Total,371,306,677
Nanded,2021,Nanded,Rural,193,176,369
Nanded,2021,Nanded,Urban,22541,21840,44381
Nanded,2021,Nanded,Total,22734,22016,44750
Nanded,2021,Mudkhed,Rural,160,139,299
Nanded,2021,Mudkhed,Urban,165,161,326
Nanded,2021,Mudkhed,Total,325,300,625
Nanded,2021,Bhokar,Rural,143,130,273
Nanded,2021,Bhokar,Urban,220,235,455
Nanded,2021,Bhokar,Total,363,365,728
Nanded,2021,Umari,Rural,105,114,219
Nanded,2021,Umari,Urban,207,199,406
Nanded,2021,Umari,Total,312,313,625
Nanded,2021,Dharmabad,Rural,29,27,56
Nanded,2021,Dharmabad,Urban,96,98,194
Nanded,2021,Dharmabad,Total,125,125,250
Nanded,2021,Biloli,Rural,226,189,415
Nanded,2021,Biloli,Urban,167,144,311
Nanded,2021,Biloli,Total,393,333,726
Nanded,2021,Naygaon,Rural,171,157,328
Nanded,2021,Naygaon,Urban,390,405,795
Nanded,2021,Naygaon,Total,561,562,1123
Nanded,2021,Loha,Rural,372,346,718
Nanded,2021,Loha,Urban,312,267,672
Nanded,2021,Loha,Total,684,613,1297
Nanded,2021,Kandhar,Rural,351,352,703
Nanded,2021,Kandhar,Urban,178,187,365
Nanded,2021,Kandhar,Total,529,539,1068
Nanded,2021,Mukhed,Rural,533,474,1007
Nanded,2021,Mukhed,Urban,722,713,1435
Nanded,2021,Mukhed,Total,1255,1187,2442
Nanded,2021,Deglur,Rural,304,312,616
Nanded,2021,Deglur,Urban,517,544,1061
Nanded,2021,Deglur,Total,821,856,1677
Nandurbar,2012,Akkalkuva,Rural,2651,2509,5160
Nandurbar,2012,Akkalkuva,Urban,0,0,0
Nandurbar,2012,Akkalkuva,Total,2651,2509,5160
Nandurbar,2012,Akrani,Rural,3236,2993,6229
Nandurbar,2012,Akrani,Urban,0,0,0
Nandurbar,2012,Akrani,Total,3236,2993,6229
Nandurbar,2012,Taloda,Rural,1261,1203,2464
Nandurbar,2012,Taloda,Urban,1457,1367,2824
Nandurbar,2012,Taloda,Total,2718,2570,5288
Nandurbar,2012,Shahada,Rural,3205,2887,6092
Nandurbar,2012,Shahada,Urban,3434,3081,6515
Nandurbar,2012,Shahada,Total,6639,5968,12607
Nandurbar,2012,Nandurbar,Rural,3340,2908,6248
Nandurbar,2012,Nandurbar,Urban,5003,4259,9262
Nandurbar,2012,Nandurbar,Total,8343,7167,15510
Nandurbar,2012,Navapur,Rural,1535,1508,3043
Nandurbar,2012,Navapur,Urban,1805,1792,3597
Nandurbar,2012,Navapur,Total,3340,3300,6640
Nandurbar,2013,Akkalkuva,Rural,2004,1569,3573
Nandurbar,2013,Akkalkuva,Urban,0,0,0
Nandurbar,2013,Akkalkuva,Total,2004,1569,3573
Nandurbar,2013,Akrani,Rural,2485,2162,4647
Nandurbar,2013,Akrani,Urban,0,0,0
Nandurbar,2013,Akrani,Total,2485,2162,4647
Nandurbar,2013,Taloda,Rural,1350,1121,2471
Nandurbar,2013,Taloda,Urban,624,502,1126
Nandurbar,2013,Taloda,Total,1974,1623,3597
Nandurbar,2013,Shahada,Rural,3351,3061,6412
Nandurbar,2013,Shahada,Urban,1705,1587,3292
Nandurbar,2013,Shahada,Total,5056,4648,9704
Nandurbar,2013,Nandurbar,Rural,1889,1687,3576
Nandurbar,2013,Nandurbar,Urban,5082,4377,9459
Nandurbar,2013,Nandurbar,Total,6971,6064,13035
Nandurbar,2013,Navapur,Rural,2330,1970,4300
Nandurbar,2013,Navapur,Urban,1090,994,2084
Nandurbar,2013,Navapur,Total,3420,2964,6384
Nandurbar,2014,Akkalkuva,Rural,2248,2114,4362
Nandurbar,2014,Akkalkuva,Urban,0,0,0
Nandurbar,2014,Akkalkuva,Total,2248,2114,4362
Nandurbar,2014,Akrani,Rural,2532,2097,4629
Nandurbar,2014,Akrani,Urban,0,0,0
Nandurbar,2014,Akrani,Total,2532,2097,4629
Nandurbar,2014,Taloda,Rural,1098,986,2084
Nandurbar,2014,Taloda,Urban,464,373,837
Nandurbar,2014,Taloda,Total,1562,1359,2921
Nandurbar,2014,Shahada,Rural,3079,3003,6082
Nandurbar,2014,Shahada,Urban,1590,1396,2986
Nandurbar,2014,Shahada,Total,4669,4399,9068
Nandurbar,2014,Nandurbar,Rural,3877,3230,7107
Nandurbar,2014,Nandurbar,Urban,2959,2496,5455
Nandurbar,2014,Nandurbar,Total,6836,5726,12562
Nandurbar,2014,Navapur,Rural,2520,2362,4882
Nandurbar,2014,Navapur,Urban,564,522,1086
Nandurbar,2014,Navapur,Total,3084,2884,5968
Nandurbar,2015,Akkalkuva,Rural,1871,1661,3532
Nandurbar,2015,Akkalkuva,Urban,0,0,0
Nandurbar,2015,Akkalkuva,Total,1871,1661,3532
Nandurbar,2015,Akrani,Rural,2688,2348,5036
Nandurbar,2015,Akrani,Urban,0,0,0
Nandurbar,2015,Akrani,Total,2688,2348,5036
Nandurbar,2015,Taloda,Rural,1017,865,1882
Nandurbar,2015,Taloda,Urban,606,521,1127
Nandurbar,2015,Taloda,Total,1623,1386,3009
Nandurbar,2015,Shahada,Rural,3009,2780,5789
Nandurbar,2015,Shahada,Urban,2678,2447,5125
Nandurbar,2015,Shahada,Total,5687,5227,10914
Nandurbar,2015,Nandurbar,Rural,1681,1381,3062
Nandurbar,2015,Nandurbar,Urban,4004,3573,7577
Nandurbar,2015,Nandurbar,Total,5685,4954,10639
Nandurbar,2015,Navapur,Rural,3288,2486,5774
Nandurbar,2015,Navapur,Urban,1319,1148,2467
Nandurbar,2015,Navapur,Total,4607,3634,8241
Nandurbar,2016,Akkalkuva,Rural,2065,1985,4050
Nandurbar,2016,Akkalkuva,Urban,656,645,1301
Nandurbar,2016,Akkalkuva,Total,2721,2630,5351
Nandurbar,2016,Akrani,Rural,2217,2014,4231
Nandurbar,2016,Akrani,Urban,591,478,1069
Nandurbar,2016,Akrani,Total,2808,2492,5300
Nandurbar,2016,Taloda,Rural,909,894,1803
Nandurbar,2016,Taloda,Urban,247,222,469
Nandurbar,2016,Taloda,Total,1156,1116,2272
Nandurbar,2016,Shahada,Rural,2155,2008,4163
Nandurbar,2016,Shahada,Urban,896,769,1665
Nandurbar,2016,Shahada,Total,3051,2777,5828
Nandurbar,2016,Nandurbar,Rural,892,775,1667
Nandurbar,2016,Nandurbar,Urban,2263,2011,4274
Nandurbar,2016,Nandurbar,Total,3155,2786,5941
Nandurbar,2016,Navapur,Rural,433,427,860
Nandurbar,2016,Navapur,Urban,1203,1174,2377
Nandurbar,2016,Navapur,Total,1636,1601,3237
Nandurbar,2017,Akkalkuva,Rural,2242,2135,4377
Nandurbar,2017,Akkalkuva,Urban,945,825,1770
Nandurbar,2017,Akkalkuva,Total,3187,2960,6147
Nandurbar,2017,Akrani,Rural,2758,2511,5269
Nandurbar,2017,Akrani,Urban,590,516,1106
Nandurbar,2017,Akrani,Total,3348,3027,6375
Nandurbar,2017,Taloda,Rural,1157,1069,2226
Nandurbar,2017,Taloda,Urban,274,246,520
Nandurbar,2017,Taloda,Total,1431,1315,2746
Nandurbar,2017,Shahada,Rural,2302,2146,4448
Nandurbar,2017,Shahada,Urban,440,436,876
Nandurbar,2017,Shahada,Total,2742,2582,5324
Nandurbar,2017,Nandurbar,Rural,964,814,1778
Nandurbar,2017,Nandurbar,Urban,2635,2308,4943
Nandurbar,2017,Nandurbar,Total,3599,3122,6721
Nandurbar,2017,Navapur,Rural,490,488,978
Nandurbar,2017,Navapur,Urban,1064,952,2016
Nandurbar,2017,Navapur,Total,1554,1440,2994
Nandurbar,2018,Akkalkuva,Rural,1683,1560,3243
Nandurbar,2018,Akkalkuva,Urban,750,745,1495
Nandurbar,2018,Akkalkuva,Total,2433,2305,4738
Nandurbar,2018,Akrani,Rural,2170,1974,4144
Nandurbar,2018,Akrani,Urban,591,519,1110
Nandurbar,2018,Akrani,Total,2761,2493,5254
Nandurbar,2018,Taloda,Rural,802,760,1562
Nandurbar,2018,Taloda,Urban,241,222,463
Nandurbar,2018,Taloda,Total,1043,982,2025
Nandurbar,2018,Shahada,Rural,1971,1972,3943
Nandurbar,2018,Shahada,Urban,448,377,825
Nandurbar,2018,Shahada,Total,2419,2349,4768
Nandurbar,2018,Nandurbar,Rural,744,698,1442
Nandurbar,2018,Nandurbar,Urban,3488,3260,6748
Nandurbar,2018,Nandurbar,Total,4232,3958,8190
Nandurbar,2018,Navapur,Rural,294,322,616
Nandurbar,2018,Navapur,Urban,992,989,1981
Nandurbar,2018,Navapur,Total,1286,1311,2597
Nandurbar,2019,Akkalkuva,Rural,2107,2045,4152
Nandurbar,2019,Akkalkuva,Urban,491,430,921
Nandurbar,2019,Akkalkuva,Total,2598,2475,5073
Nandurbar,2019,Akrani,Rural,2163,2077,4240
Nandurbar,2019,Akrani,Urban,678,602,1280
Nandurbar,2019,Akrani,Total,2841,2679,5520
Nandurbar,2019,Taloda,Rural,751,724,1475
Nandurbar,2019,Taloda,Urban,382,365,747
Nandurbar,2019,Taloda,Total,1133,1089,2222
Nandurbar,2019,Shahada,Rural,2620,2453,5073
Nandurbar,2019,Shahada,Urban,177,144,321
Nandurbar,2019,Shahada,Total,2797,2597,5394
Nandurbar,2019,Nandurbar,Rural,1734,763,2497
Nandurbar,2019,Nandurbar,Urban,2501,2328,4829
Nandurbar,2019,Nandurbar,Total,4235,3091,7326
Nandurbar,2019,Navapur,Rural,392,401,793
Nandurbar,2019,Navapur,Urban,390,388,778
Nandurbar,2019,Navapur,Total,782,789,1571
Nandurbar,2020,Akkalkuva,Rural,1637,1548,3185
