District,Year,Taluka,Rural/Urban,Approved Anganwadis,Working Anganwadis,Anganwadi Workers,Self-Owned Buildings,Rental Buildings,Without Regular Building,Anganwadis with Toilets
Gadchiroli,2018,Mulchera,Rural,106,106,106,101,0,5,73
Gadchiroli,2018,Mulchera,Urban,0,0,0,0,0,0,0
Gadchiroli,2018,Sironcha,Total,151,151,151,119,2,30,78
Gadchiroli,2018,Sironcha,Rural,151,151,151,119,2,30,78
Gadchiroli,2018,Sironcha,Urban,0,0,0,0,0,0,0
Gadchiroli,2019,Aarmori,Total,162,162,148,149,1,12,116
Gadchiroli,2019,Aarmori,Rural,162,162,148,149,1,12,116
Gadchiroli,2019,Aarmori,Urban,0,0,0,0,0,0,0
Gadchiroli,2019,Aheri,Total,180,180,174,139,29,12,80
Gadchiroli,2019,Aheri,Rural,180,180,174,139,29,12,80
Gadchiroli,2019,Aheri,Urban,0,0,0,0,0,0,0
Gadchiroli,2019,Bhamragad,Total,98,98,95,71,14,13,33
Gadchiroli,2019,Bhamragad,Rural,98,98,95,71,14,13,33
Gadchiroli,2019,Bhamragad,Urban,0,0,0,0,0,0,0
Gadchiroli,2019,Chomoshi,Total,288,288,281,271,2,15,192
Gadchiroli,2019,Chomoshi,Rural,288,288,281,271,2,15,192
Gadchiroli,2019,Chomoshi,Urban,0,0,0,0,0,0,0
Gadchiroli,2019,Desaiganj,Total,123,123,121,93,29,1,102
Gadchiroli,2019,Desaiganj,Rural,82,82,82,77,4,1,61
Gadchiroli,2019,Desaiganj,Urban,41,41,39,16,25,0,41
Gadchiroli,2019,Dhanora,Total,159,159,155,130,10,19,105
Gadchiroli,2019,Dhanora,Rural,159,159,155,130,10,19,105
Gadchiroli,2019,Dhanora,Urban,0,0,0,0,0,0,0
Gadchiroli,2019,Etapalli,Total,156,156,152,137,6,13,79
Gadchiroli,2019,Etapalli,Rural,156,156,152,137,6,13,79
Gadchiroli,2019,Etapalli,Urban,0,0,0,0,0,0,0
Gadchiroli,2019,Gadchiroli,Total,196,196,192,135,42,19,156
Gadchiroli,2019,Gadchiroli,Rural,148,148,146,126,6,16,109
Gadchiroli,2019,Gadchiroli,Urban,48,48,46,9,36,3,47
Gadchiroli,2019,Korachi,Total,100,100,97,85,10,5,45
Gadchiroli,2019,Korachi,Rural,100,100,97,85,10,5,45
Gadchiroli,2019,Korachi,Urban,0,0,0,0,0,0,0
Gadchiroli,2019,Kurkheda,Total,141,141,135,127,6,8,95
Gadchiroli,2019,Kurkheda,Rural,141,141,135,127,6,8,95
Gadchiroli,2019,Kurkheda,Urban,0,0,0,0,0,0,0
Gadchiroli,2019,Mulchera,Total,106,106,103,90,1,15,70
Gadchiroli,2019,Mulchera,Rural,106,106,103,90,1,15,70
Gadchiroli,2019,Mulchera,Urban,0,0,0,0,0,0,0
Gadchiroli,2019,Sironcha,Total,151,151,147,129,4,18,77
Gadchiroli,2019,Sironcha,Rural,151,151,147,129,4,18,77
Gadchiroli,2019,Sironcha,Urban,0,0,0,0,0,0,0
Gadchiroli,2020,Aarmori,Total,162,162,148,149,1,12,116
Gadchiroli,2020,Aarmori,Rural,162,162,148,149,1,12,116
Gadchiroli,2020,Aarmori,Urban,0,0,0,0,0,0,0
Gadchiroli,2020,Aheri,Total,180,180,174,139,29,12,80
Gadchiroli,2020,Aheri,Rural,180,180,174,139,29,12,80
Gadchiroli,2020,Aheri,Urban,0,0,0,0,0,0,0
Gadchiroli,2020,Bhamragad,Total,98,98,95,71,14,13,33
Gadchiroli,2020,Bhamragad,Rural,98,98,95,71,14,13,33
Gadchiroli,2020,Bhamragad,Urban,0,0,0,0,0,0,0
Gadchiroli,2020,Chomoshi,Total,288,288,281,271,2,15,192
Gadchiroli,2020,Chomoshi,Rural,288,288,281,271,2,15,192
Gadchiroli,2020,Chomoshi,Urban,0,0,0,0,0,0,0
Gadchiroli,2020,Desaiganj,Total,123,123,121,93,29,1,102
Gadchiroli,2020,Desaiganj,Rural,82,82,82,77,4,1,61
Gadchiroli,2020,Desaiganj,Urban,41,41,39,16,25,0,41
Gadchiroli,2020,Dhanora,Total,159,159,155,130,10,19,105
Gadchiroli,2020,Dhanora,Rural,159,159,155,130,10,19,105
Gadchiroli,2020,Dhanora,Urban,0,0,0,0,0,0,0
Gadchiroli,2020,Etapalli,Total,156,156,152,137,6,13,79
Gadchiroli,2020,Etapalli,Rural,156,156,152,137,6,13,79
Gadchiroli,2020,Etapalli,Urban,0,0,0,0,0,0,0
Gadchiroli,2020,Gadchiroli,Total,196,196,192,135,42,19,156
Gadchiroli,2020,Gadchiroli,Rural,148,148,146,126,6,16,109
Gadchiroli,2020,Gadchiroli,Urban,48,48,46,9,36,3,47
Gadchiroli,2020,Korachi,Total,100,100,97,85,10,5,45
Gadchiroli,2020,Korachi,Rural,100,100,97,85,10,5,45
Gadchiroli,2020,Korachi,Urban,0,0,0,0,0,0,0
Gadchiroli,2020,Kurkheda,Total,141,141,135,127,6,8,95
Gadchiroli,2020,Kurkheda,Rural,141,141,135,127,6,8,95
Gadchiroli,2020,Kurkheda,Urban,0,0,0,0,0,0,0
Gadchiroli,2020,Mulchera,Total,106,106,103,90,1,15,70
Gadchiroli,2020,Mulchera,Rural,106,106,103,90,1,15,70
Gadchiroli,2020,Mulchera,Urban,0,0,0,0,0,0,0
Gadchiroli,2020,Sironcha,Total,151,151,147,129,4,18,77
Gadchiroli,2020,Sironcha,Rural,151,151,147,129,4,18,77
Gadchiroli,2020,Sironcha,Urban,0,0,0,0,0,0,0
Gadchiroli,2021,Aarmori,Total,162,162,154,150,0,12,116
Gadchiroli,2021,Aarmori,Rural,162,162,154,150,0,12,116
Gadchiroli,2021,Aarmori,Urban,0,0,0,0,0,0,0
Gadchiroli,2021,Aheri,Total,180,180,180,143,25,12,80
Gadchiroli,2021,Aheri,Rural,180,180,180,143,25,12,80
Gadchiroli,2021,Aheri,Urban,0,0,0,0,0,0,0
Gadchiroli,2021,Bhamragad,Total,98,98,96,69,10,19,33
Gadchiroli,2021,Bhamragad,Rural,98,98,96,69,10,19,33
Gadchiroli,2021,Bhamragad,Urban,0,0,0,0,0,0,0
Gadchiroli,2021,Chomoshi,Total,288,288,284,275,1,12,192
Gadchiroli,2021,Chomoshi,Rural,288,288,284,275,1,12,192
Gadchiroli,2021,Chomoshi,Urban,0,0,0,0,0,0,0
Gadchiroli,2021,Desaiganj,Total,123,123,122,92,29,2,102
Gadchiroli,2021,Desaiganj,Rural,82,82,81,76,4,2,61
Gadchiroli,2021,Desaiganj,Urban,41,41,41,16,25,0,41
Gadchiroli,2021,Dhanora,Total,159,159,159,138,9,12,105
Gadchiroli,2021,Dhanora,Rural,159,159,159,138,9,12,105
Gadchiroli,2021,Dhanora,Urban,0,0,0,0,0,0,0
Gadchiroli,2021,Etapalli,Total,156,156,152,140,0,16,79
Gadchiroli,2021,Etapalli,Rural,156,156,152,140,0,16,79
Gadchiroli,2021,Etapalli,Urban,0,0,0,0,0,0,0
Gadchiroli,2021,Gadchiroli,Total,196,196,194,141,38,17,156
Gadchiroli,2021,Gadchiroli,Rural,148,148,146,132,2,14,109
Gadchiroli,2021,Gadchiroli,Urban,48,48,48,9,36,3,47
Gadchiroli,2021,Korachi,Total,100,100,98,85,10,5,45
Gadchiroli,2021,Korachi,Rural,100,100,98,85,10,5,45
Gadchiroli,2021,Korachi,Urban,0,0,0,0,0,0,0
Gadchiroli,2021,Kurkheda,Total,141,141,138,130,3,8,95
Gadchiroli,2021,Kurkheda,Rural,141,141,138,130,3,8,95
Gadchiroli,2021,Kurkheda,Urban,0,0,0,0,0,0,0
Gadchiroli,2021,Mulchera,Total,106,106,106,90,2,14,70
Gadchiroli,2021,Mulchera,Rural,106,106,106,90,2,14,70
Gadchiroli,2021,Mulchera,Urban,0,0,0,0,0,0,0
Gadchiroli,2021,Sironcha,Total,151,151,147,135,4,12,77
Gadchiroli,2021,Sironcha,Rural,151,151,147,135,4,12,77
Gadchiroli,2021,Sironcha,Urban,0,0,0,0,0,0,0
Gondia,2012,Aamgaon,Total,170,170,165,166,4,0,166
Gondia,2012,Aamgaon,Rural,170,170,165,166,4,0,166
Gondia,2012,Aamgaon,Urban,0,0,0,0,0,0,0
Gondia,2012,Arjuni Morgaon,Total,222,222,218,195,0,27,204
Gondia,2012,Arjuni Morgaon,Rural,222,222,218,195,0,27,204
Gondia,2012,Arjuni Morgaon,Urban,0,0,0,0,0,0,0
Gondia,2012,Devari,Total,204,204,202,191,7,6,152
Gondia,2012,Devari,Rural,204,204,202,191,7,6,152
Gondia,2012,Devari,Urban,0,0,0,0,0,0,0
Gondia,2012,Gondia,Total,430,430,429,323,72,35,409
Gondia,2012,Gondia,Rural,348,348,347,323,5,20,325
Gondia,2012,Gondia,Urban,82,82,82,0,67,15,82
Gondia,2012,Goregaon,Total,197,197,196,150,47,0,138
Gondia,2012,Goregaon,Rural,197,197,196,150,47,0,138
Gondia,2012,Goregaon,Urban,0,0,0,0,0,0,0
Gondia,2012,Sadak Arjuni,Total,165,165,162,139,22,4,165
Gondia,2012,Sadak Arjuni,Rural,165,165,162,139,22,4,165
Gondia,2012,Sadak Arjuni,Urban,0,0,0,0,0,0,0
Gondia,2012,Salekasa,Total,199,199,198,173,2,24,173
Gondia,2012,Salekasa,Rural,199,199,198,173,2,24,173
Gondia,2012,Salekasa,Urban,0,0,0,0,0,0,0
Gondia,2012,Tiroda,Total,189,188,180,160,8,20,164
Gondia,2012,Tiroda,Rural,174,174,167,154,0,20,152
Gondia,2012,Tiroda,Urban,15,14,13,6,8,0,12
Gondia,2013,Aamgaon,Total,170,170,170,167,0,3,167
Gondia,2013,Aamgaon,Rural,170,170,170,167,0,3,167
Gondia,2013,Aamgaon,Urban,0,0,0,0,0,0,0
Gondia,2013,Arjuni Morgaon,Total,222,222,222,215,0,7,220
Gondia,2013,Arjuni Morgaon,Rural,222,222,222,215,0,7,220
Gondia,2013,Arjuni Morgaon,Urban,0,0,0,0,0,0,0
Gondia,2013,Devari,Total,204,204,204,198,1,5,197
Gondia,2013,Devari,Rural,204,204,204,198,1,5,197
Gondia,2013,Devari,Urban,0,0,0,0,0,0,0
Gondia,2013,Gondia,Total,430,430,430,337,69,24,410
Gondia,2013,Gondia,Rural,348,348,348,337,2,9,328
Gondia,2013,Gondia,Urban,82,82,82,0,67,15,82
Gondia,2013,Goregaon,Total,197,197,197,168,29,0,168
Gondia,2013,Goregaon,Rural,197,197,197,168,29,0,168
Gondia,2013,Goregaon,Urban,0,0,0,0,0,0,0
Gondia,2013,Sadak Arjuni,Total,165,165,165,150,11,4,165
Gondia,2013,Sadak Arjuni,Rural,165,165,165,150,11,4,165
Gondia,2013,Sadak Arjuni,Urban,0,0,0,0,0,0,0
Gondia,2013,Salekasa,Total,199,199,199,177,12,10,177
Gondia,2013,Salekasa,Rural,199,199,199,177,12,10,177
Gondia,2013,Salekasa,Urban,0,0,0,0,0,0,0
Gondia,2013,Tiroda,Total,189,189,187,180,7,2,166
Gondia,2013,Tiroda,Rural,174,174,174,174,0,0,152
Gondia,2013,Tiroda,Urban,15,15,13,6,7,2,14
Gondia,2014,Aamgaon,Total,170,170,170,166,4,0,167
Gondia,2014,Aamgaon,Rural,170,170,170,166,4,0,167
Gondia,2014,Aamgaon,Urban,0,0,0,0,0,0,0
Gondia,2014,Arjuni Morgaon,Total,222,222,218,217,5,0,220
Gondia,2014,Arjuni Morgaon,Rural,222,222,218,217,5,0,220
Gondia,2014,Arjuni Morgaon,Urban,0,0,0,0,0,0,0
Gondia,2014,Devari,Total,204,204,200,199,5,0,197
Gondia,2014,Devari,Rural,204,204,200,199,5,0,197
Gondia,2014,Devari,Urban,0,0,0,0,0,0,0
Gondia,2014,Gondia,Total,430,430,430,337,78,15,410
Gondia,2014,Gondia,Rural,348,348,348,337,11,0,328
Gondia,2014,Gondia,Urban,82,82,82,0,67,15,82
Gondia,2014,Goregaon,Total,197,197,197,184,13,0,168
Gondia,2014,Goregaon,Rural,197,197,197,184,13,0,168
Gondia,2014,Goregaon,Urban,0,0,0,0,0,0,0
Gondia,2014,Sadak Arjuni,Total,165,165,163,155,10,0,165
Gondia,2014,Sadak Arjuni,Rural,165,165,163,155,10,0,165
Gondia,2014,Sadak Arjuni,Urban,0,0,0,0,0,0,0
Gondia,2014,Salekasa,Total,199,199,199,194,5,0,177
Gondia,2014,Salekasa,Rural,199,199,199,194,5,0,177
Gondia,2014,Salekasa,Urban,0,0,0,0,0,0,0
Gondia,2014,Tiroda,Total,189,189,181,180,5,4,165
Gondia,2014,Tiroda,Rural,174,174,168,174,0,0,152
Gondia,2014,Tiroda,Urban,15,15,13,6,5,4,13
Gondia,2015,Aamgaon,Total,170,170,170,167,3,0,132
Gondia,2015,Aamgaon,Rural,170,170,170,167,3,0,132
Gondia,2015,Aamgaon,Urban,0,0,0,0,0,0,0
Gondia,2015,Arjuni Morgaon,Total,222,222,221,217,5,0,222
Gondia,2015,Arjuni Morgaon,Rural,222,222,221,217,5,0,222
Gondia,2015,Arjuni Morgaon,Urban,0,0,0,0,0,0,0
Gondia,2015,Devari,Total,204,204,200,201,3,0,203
Gondia,2015,Devari,Rural,204,204,200,201,3,0,203
Gondia,2015,Devari,Urban,0,0,0,0,0,0,0
Gondia,2015,Gondia,Total,430,430,425,339,76,0,382
Gondia,2015,Gondia,Rural,348,348,346,339,9,0,308
Gondia,2015,Gondia,Urban,82,82,79,0,67,0,74
Gondia,2015,Goregaon,Total,197,197,196,188,9,0,134
Gondia,2015,Goregaon,Rural,197,197,196,188,9,0,134
Gondia,2015,Goregaon,Urban,0,0,0,0,0,0,0
Gondia,2015,Sadak Arjuni,Total,165,165,163,163,2,0,146
Gondia,2015,Sadak Arjuni,Rural,165,165,163,163,2,0,146
Gondia,2015,Sadak Arjuni,Urban,0,0,0,0,0,0,0
Gondia,2015,Salekasa,Total,199,199,198,192,7,0,173
Gondia,2015,Salekasa,Rural,199,199,198,192,7,0,173
Gondia,2015,Salekasa,Urban,0,0,0,0,0,0,0
Gondia,2015,Tiroda,Total,189,189,183,180,8,0,147
Gondia,2015,Tiroda,Rural,174,174,171,174,0,0,134
Gondia,2015,Tiroda,Urban,15,15,12,6,8,0,13
Gondia,2016,Aamgaon,Total,178,178,173,168,10,0,143
Gondia,2016,Aamgaon,Rural,178,178,173,168,10,0,143
Gondia,2016,Aamgaon,Urban,0,0,0,0,0,0,0
Gondia,2016,Arjuni Morgaon,Total,230,230,222,217,13,0,222
Gondia,2016,Arjuni Morgaon,Rural,230,230,222,217,13,0,222
Gondia,2016,Arjuni Morgaon,Urban,0,0,0,0,0,0,0
Gondia,2016,Devari,Total,219,219,211,201,18,0,200
Gondia,2016,Devari,Rural,219,219,211,201,18,0,200
Gondia,2016,Devari,Urban,0,0,0,0,0,0,0
Gondia,2016,Gondia,Total,455,452,428,339,105,8,380
Gondia,2016,Gondia,Rural,373,370,350,339,31,0,298
Gondia,2016,Gondia,Urban,82,82,78,0,74,8,82
Gondia,2016,Goregaon,Total,207,204,196,186,18,0,144
Gondia,2016,Goregaon,Rural,207,204,196,186,18,0,144
Gondia,2016,Goregaon,Urban,0,0,0,0,0,0,0
Gondia,2016,Sadak Arjuni,Total,189,189,162,164,25,0,155
Gondia,2016,Sadak Arjuni,Rural,189,189,162,164,25,0,155
Gondia,2016,Sadak Arjuni,Urban,0,0,0,0,0,0,0
Gondia,2016,Salekasa,Total,203,201,198,192,9,0,170
Gondia,2016,Salekasa,Rural,203,201,198,192,9,0,170
Gondia,2016,Salekasa,Urban,0,0,0,0,0,0,0
Gondia,2016,Tiroda,Total,229,221,183,174,46,1,150
Gondia,2016,Tiroda,Rural,214,206,171,168,38,0,135
Gondia,2016,Tiroda,Urban,15,15,12,6,8,1,15
Gondia,2017,Aamgaon,Total,178,178,174,169,9,0,142
Gondia,2017,Aamgaon,Rural,178,178,174,169,9,0,142
Gondia,2017,Aamgaon,Urban,,,,,,,
Gondia,2017,Arjuni Morgaon,Total,230,230,226,218,12,0,222
Gondia,2017,Arjuni Morgaon,Rural,230,230,226,218,12,0,222
Gondia,2017,Arjuni Morgaon,Urban,,,,,,,
Gondia,2017,Devari,Total,219,219,211,201,18,0,214
Gondia,2017,Devari,Rural,219,219,211,201,18,0,214
Gondia,2017,Devari,Urban,,,,,,,
Gondia,2017,Gondia,Total,455,452,442,343,101,8,382
Gondia,2017,Gondia,Rural,373,370,364,343,27,0,300
Gondia,2017,Gondia,Urban,82,82,78,0,74,8,82
Gondia,2017,Goregaon,Total,207,204,196,189,15,0,173
Gondia,2017,Goregaon,Rural,207,204,196,189,15,0,173
Gondia,2017,Goregaon,Urban,,,,,,,
Gondia,2017,Sadak Arjuni,Total,189,189,183,164,25,0,162
Gondia,2017,Sadak Arjuni,Rural,189,189,183,164,25,0,162
Gondia,2017,Sadak Arjuni,Urban,,,,,,,
Gondia,2017,Salekasa,Total,203,201,199,191,10,0,162
Gondia,2017,Salekasa,Rural,203,201,199,191,10,0,162
Gondia,2017,Salekasa,Urban,,,,,,,
Gondia,2017,Tiroda,Total,229,221,185,174,46,1,153
Gondia,2017,Tiroda,Rural,214,206,173,168,38,0,138
Gondia,2017,Tiroda,Urban,15,15,12,6,8,1,15
Gondia,2018,Aamgaon,Total,178,178,174,171,5,2,176
Gondia,2018,Aamgaon,Rural,178,178,174,171,5,2,176
Gondia,2018,Aamgaon,Urban,,,,,,,
Gondia,2018,Arjuni Morgaon,Total,230,230,226,216,14,0,230
Gondia,2018,Arjuni Morgaon,Rural,230,230,226,216,14,0,230
Gondia,2018,Arjuni Morgaon,Urban,,,,,,,
Gondia,2018,Devari,Total,219,219,208,201,18,0,219
Gondia,2018,Devari,Rural,219,219,208,201,18,0,219
Gondia,2018,Devari,Urban,,,,,,,
Gondia,2018,Gondia,Total,455,452,439,341,99,12,448
Gondia,2018,Gondia,Rural,373,370,361,341,25,4,366
Gondia,2018,Gondia,Urban,82,82,78,0,74,8,82
Gondia,2018,Goregaon,Total,207,204,198,187,13,4,200
Gondia,2018,Goregaon,Rural,207,204,198,187,13,4,200
Gondia,2018,Goregaon,Urban,,,,,,,
Gondia,2018,Sadak Arjuni,Total,189,189,183,166,23,0,189
Gondia,2018,Sadak Arjuni,Rural,189,189,183,166,23,0,189
Gondia,2018,Sadak Arjuni,Urban,,,,,,,
Gondia,2018,Salekasa,Total,203,201,197,191,10,0,201
Gondia,2018,Salekasa,Rural,203,201,197,191,10,0,201
Gondia,2018,Salekasa,Urban,,,,,,,
Gondia,2018,Tiroda,Total,229,229,185,180,48,1,229
Gondia,2018,Tiroda,Rural,214,214,173,174,40,0,214
Gondia,2018,Tiroda,Urban,15,15,12,6,8,1,15
Gondia,2019,Aamgaon,Total,178,178,175,171,1,6,178
Gondia,2019,Aamgaon,Rural,178,178,175,171,5,6,178
Gondia,2019,Aamgaon,Urban,,,,,,,
Gondia,2019,Arjuni Morgaon,Total,230,230,225,216,14,0,230
Gondia,2019,Arjuni Morgaon,Rural,230,230,225,216,14,0,230
Gondia,2019,Arjuni Morgaon,Urban,,,,,,,
Gondia,2019,Devari,Total,219,219,219,201,18,0,219
Gondia,2019,Devari,Rural,219,219,219,201,18,0,219
Gondia,2019,Devari,Urban,,,,,,,
Gondia,2019,Gondia,Total,455,452,437,341,107,4,448
Gondia,2019,Gondia,Rural,373,370,359,341,25,4,366
Gondia,2019,Gondia,Urban,82,82,78,0,82,0,82
Gondia,2019,Goregaon,Total,207,204,198,188,4,12,200
Gondia,2019,Goregaon,Rural,207,204,198,188,4,12,200
Gondia,2019,Goregaon,Urban,,,,,,,
Gondia,2019,Sadak Arjuni,Total,189,189,188,162,23,4,189
Gondia,2019,Sadak Arjuni,Rural,189,189,188,162,23,4,189
Gondia,2019,Sadak Arjuni,Urban,,,,,,,
Gondia,2019,Salekasa,Total,203,201,197,197,4,0,201
Gondia,2019,Salekasa,Rural,203,201,197,197,4,0,201
Gondia,2019,Salekasa,Urban,,,,,,,
Gondia,2019,Tiroda,Total,229,229,203,176,53,0,229
Gondia,2019,Tiroda,Rural,214,214,191,170,44,0,214
Gondia,2019,Tiroda,Urban,15,15,12,6,9,0,15
Gondia,2020,Aamgaon,Total,178,178,173,171,5,2,178
Gondia,2020,Aamgaon,Rural,178,178,173,171,5,2,178
Gondia,2020,Aamgaon,Urban,,,,,,,
Gondia,2020,Arjuni Morgaon,Total,230,230,223,213,17,0,230
Gondia,2020,Arjuni Morgaon,Rural,230,230,223,213,17,0,230
Gondia,2020,Arjuni Morgaon,Urban,,,,,,,
Gondia,2020,Devari,Total,219,219,215,204,15,0,219
Gondia,2020,Devari,Rural,219,219,215,204,15,0,219
Gondia,2020,Devari,Urban,,,,,,,
Gondia,2020,Gondia,Total,455,452,445,347,91,14,452
Gondia,2020,Gondia,Rural,373,370,364,347,19,4,370
Gondia,2020,Gondia,Urban,82,82,81,0,72,10,82
Gondia,2020,Goregaon,Total,207,204,199,195,8,1,200
Gondia,2020,Goregaon,Rural,207,204,199,195,8,1,200
Gondia,2020,Goregaon,Urban,,,,,,,
Gondia,2020,Sadak Arjuni,Total,189,189,189,167,22,0,189
Gondia,2020,Sadak Arjuni,Rural,189,189,189,167,22,0,189
Gondia,2020,Sadak Arjuni,Urban,,,,,,,
Gondia,2020,Salekasa,Total,203,201,194,197,4,0,201
Gondia,2020,Salekasa,Rural,203,201,194,197,4,0,201
Gondia,2020,Salekasa,Urban,,,,,,,
Gondia,2020,Tiroda,Total,229,229,204,180,48,1,229
Gondia,2020,Tiroda,Rural,214,214,189,174,40,0,214
Gondia,2020,Tiroda,Urban,15,15,15,6,8,1,15
Gondia,2021,Aamgaon,Total,178,178,173,170,6,2,178
Gondia,2021,Aamgaon,Rural,178,178,173,170,6,2,178
Gondia,2021,Aamgaon,Urban,,,,,,,
Gondia,2021,Arjuni Morgaon,Total,230,230,218,220,10,0,230
Gondia,2021,Arjuni Morgaon,Rural,230,230,218,220,10,0,230
Gondia,2021,Arjuni Morgaon,Urban,,,,,,,
Gondia,2021,Devari,Total,219,219,212,204,15,0,219
Gondia,2021,Devari,Rural,219,219,212,204,15,0,219
Gondia,2021,Devari,Urban,,,,,,,
Gondia,2021,Gondia,Total,455,452,444,346,96,10,431
Gondia,2021,Gondia,Rural,373,370,363,346,21,3,370
Gondia,2021,Gondia,Urban,82,82,81,0,75,7,61
Gondia,2021,Goregaon,Total,207,204,197,197,7,0,204
Gondia,2021,Goregaon,Rural,207,204,197,197,7,0,204
Gondia,2021,Goregaon,Urban,,,,,,,
Gondia,2021,Sadak Arjuni,Total,189,189,186,164,10,15,189
Gondia,2021,Sadak Arjuni,Rural,189,189,186,164,10,15,189
Gondia,2021,Sadak Arjuni,Urban,,,,,,,
Gondia,2021,Salekasa,Total,203,201,194,195,6,0,201
Gondia,2021,Salekasa,Rural,203,201,194,195,6,0,201
Gondia,2021,Salekasa,Urban,,,,,,,
Gondia,2021,Tiroda,Total,229,229,218,180,48,1,221
Gondia,2021,Tiroda,Rural,214,214,203,174,40,0,214
Gondia,2021,Tiroda,Urban,15,15,15,6,8,1,7
Hingoli,2012,Aundha Na,Total,212,212,192,151,10,51,120
Hingoli,2012,Aundha Na,Rural,212,212,192,151,10,51,120
Hingoli,2012,Aundha Na,Urban,0,0,0,0,0,0,0
Hingoli,2012,Hingoli,Total,256,256,248,156,70,30,167
Hingoli,2012,Hingoli,Rural,189,189,181,156,3,30,134
Hingoli,2012,Hingoli,Urban,67,67,67,0,67,0,33
Hingoli,2012,Kalamanuri,Total,269,269,256,206,19,44,206
Hingoli,2012,Kalamanuri,Rural,250,250,237,206,0,44,199
Hingoli,2012,Kalamanuri,Urban,19,19,19,0,19,0,7
Hingoli,2012,Sengaon,Total,225,225,221,217,4,4,193
Hingoli,2012,Sengaon,Rural,225,225,221,217,4,4,193
Hingoli,2012,Sengaon,Urban,0,0,0,0,0,0,0
Hingoli,2012,Vasamat,Total,238,238,237,188,16,34,150
Hingoli,2012,Vasamat,Rural,223,223,222,188,1,34,138
Hingoli,2012,Vasamat,Urban,15,15,15,0,15,0,12
Hingoli,2013,Aundha Na,Total,,,,,,,
Hingoli,2013,Aundha Na,Rural,,,,,,,
Hingoli,2013,Aundha Na,Urban,,,,,,,
Hingoli,2013,Hingoli,Total,,,,,,,
Hingoli,2013,Hingoli,Rural,,,,,,,
Hingoli,2013,Hingoli,Urban,,,,,,,
Hingoli,2013,Kalamanuri,Total,,,,,,,
Hingoli,2013,Kalamanuri,Rural,,,,,,,
Hingoli,2013,Kalamanuri,Urban,,,,,,,
Hingoli,2013,Sengaon,Total,,,,,,,
Hingoli,2013,Sengaon,Rural,,,,,,,
Hingoli,2013,Sengaon,Urban,,,,,,,
Hingoli,2013,Vasamat,Total,,,,,,,
Hingoli,2013,Vasamat,Rural,,,,,,,
Hingoli,2013,Vasamat,Urban,,,,,,,
Hingoli,2014,Aundha Na,Total,203,203,193,183,2,18,120
Hingoli,2014,Aundha Na,Rural,203,203,193,183,2,18,120
Hingoli,2014,Aundha Na,Urban,0,0,0,0,0,0,0
Hingoli,2014,Hingoli,Total,256,256,253,164,72,20,256
Hingoli,2014,Hingoli,Rural,189,189,186,164,5,20,189
Hingoli,2014,Hingoli,Urban,67,67,67,0,67,0,67
Hingoli,2014,Kalamanuri,Total,269,269,266,209,19,41,240
Hingoli,2014,Kalamanuri,Rural,250,250,247,209,0,41,221
Hingoli,2014,Kalamanuri,Urban,19,19,19,0,19,0,19
Hingoli,2014,Sengaon,Total,225,225,224,203,7,15,203
Hingoli,2014,Sengaon,Rural,225,225,224,203,7,15,203
Hingoli,2014,Sengaon,Urban,0,0,0,0,0,0,0
Hingoli,2014,Vasamat,Total,238,238,235,195,15,28,158
Hingoli,2014,Vasamat,Rural,223,223,220,195,0,28,143
Hingoli,2014,Vasamat,Urban,15,15,15,0,15,0,15
Hingoli,2015,Aundha Na,Total,202,202,194,183,2,17,120
Hingoli,2015,Aundha Na,Rural,202,202,194,183,2,17,120
Hingoli,2015,Aundha Na,Urban,0,0,0,0,0,0,0
Hingoli,2015,Hingoli,Total,256,256,253,164,72,20,256
Hingoli,2015,Hingoli,Rural,189,189,186,164,5,20,189
Hingoli,2015,Hingoli,Urban,67,67,67,0,67,0,67
Hingoli,2015,Kalamanuri,Total,269,269,267,209,19,41,240
Hingoli,2015,Kalamanuri,Rural,250,250,248,209,0,41,221
Hingoli,2015,Kalamanuri,Urban,19,19,19,0,19,0,19
Hingoli,2015,Sengaon,Total,225,225,221,203,7,15,203
Hingoli,2015,Sengaon,Rural,225,225,221,203,7,15,203
Hingoli,2015,Sengaon,Urban,0,0,0,0,0,0,0
Hingoli,2015,Vasamat,Total,238,238,238,195,15,28,158
Hingoli,2015,Vasamat,Rural,223,223,223,195,0,28,143
Hingoli,2015,Vasamat,Urban,15,15,15,0,15,0,15
Hingoli,2016,Aundha Na,Total,,,,,,,
Hingoli,2016,Aundha Na,Rural,,,,,,,
Hingoli,2016,Aundha Na,Urban,,,,,,,
Hingoli,2016,Hingoli,Total,,,,,,,
Hingoli,2016,Hingoli,Rural,,,,,,,
Hingoli,2016,Hingoli,Urban,,,,,,,
Hingoli,2016,Kalamanuri,Total,,,,,,,
Hingoli,2016,Kalamanuri,Rural,,,,,,,
Hingoli,2016,Kalamanuri,Urban,,,,,,,
Hingoli,2016,Sengaon,Total,,,,,,,
Hingoli,2016,Sengaon,Rural,,,,,,,
Hingoli,2016,Sengaon,Urban,,,,,,,
Hingoli,2016,Vasamat,Total,,,,,,,
Hingoli,2016,Vasamat,Rural,,,,,,,
Hingoli,2016,Vasamat,Urban,,,,,,,
Hingoli,2017,Aundha Na,Total,202,202,191,178,0,24,112
Hingoli,2017,Aundha Na,Rural,202,202,191,178,0,24,112
