District,Year,Taluka,Shops,Business Organizations,Hotels and Restaurants,Cinema Halls,Organizations without Workers
Sindhudurg,2013,Sawantwadi,1451,620,195,1,
Sindhudurg,2013,Dodamarg,,,,,
Sindhudurg,2014,Devgad,,,,,
Sindhudurg,2014,Vaibhavwadi,,,,,
Sindhudurg,2014,Kankavali,,,,,
Sindhudurg,2014,Malvan,882,334,237,1,
Sindhudurg,2014,Vengurla,824,349,152,0,
Sindhudurg,2014,Kudal,,,,,
Sindhudurg,2014,Sawantwadi,1529,659,224,1,
Sindhudurg,2014,Dodamarg,,,,,
Sindhudurg,2015,Devgad,,,,,
Sindhudurg,2015,Vaibhavwadi,,,,,
Sindhudurg,2015,Kankavali,,,,,
Sindhudurg,2015,Malvan,903,346,242,1,
Sindhudurg,2015,Vengurla,836,358,159,0,
Sindhudurg,2015,Kudal,,,,,
Sindhudurg,2015,Sawantwadi,1541,667,238,1,
Sindhudurg,2015,Dodamarg,,,,,
Sindhudurg,2016,Devgad,0,0,0,0,
Sindhudurg,2016,Vaibhavwadi,0,0,0,0,
Sindhudurg,2016,Kankavali,0,0,0,0,
Sindhudurg,2016,Malvan,929,373,272,1,
Sindhudurg,2016,Vengurla,866,384,177,0,
Sindhudurg,2016,Kudal,0,0,0,0,
Sindhudurg,2016,Sawantwadi,1604,713,263,1,
Sindhudurg,2016,Dodamarg,0,0,0,0,
Sindhudurg,2017,Devgad,0,0,0,0,
Sindhudurg,2017,Vaibhavwadi,0,0,0,0,
Sindhudurg,2017,Kankavali,0,0,0,0,
Sindhudurg,2017,Malvan,101,181,130,0,
Sindhudurg,2017,Vengurla,145,120,78,0,
Sindhudurg,2017,Kudal,0,0,0,0,
Sindhudurg,2017,Sawantwadi,392,350,159,0,
Sindhudurg,2017,Dodamarg,0,0,0,0,
Sindhudurg,2018,Devgad,0,4,0,0,0
Sindhudurg,2018,Vaibhavwadi,0,0,0,0,0
Sindhudurg,2018,Kankavali,2,0,0,0,0
Sindhudurg,2018,Malvan,942,517,240,0,0
Sindhudurg,2018,Vengurla,1,2,0,0,0
Sindhudurg,2018,Kudal,953,405,272,0,0
Sindhudurg,2018,Sawantwadi,1681,833,389,0,0
Sindhudurg,2018,Dodamarg,0,0,0,0,0
Sindhudurg,2019,Devgad,0,0,0,0,0
Sindhudurg,2019,Vaibhavwadi,0,0,0,0,0
Sindhudurg,2019,Kankawali,4,0,0,0,0
Sindhudurg,2019,Malwan,956,529,249,0,0
Sindhudurg,2019,Vengurla,3,2,0,0,0
Sindhudurg,2019,Kudal,972,413,273,0,0
Sindhudurg,2019,Savantwadi,1756,853,402,0,0
Sindhudurg,2019,Dodamarg,0,1,0,0,0
Sindhudurg,2020,Devgad,0,0,0,0,0
Sindhudurg,2020,Vaibhavwadi,0,0,0,0,0
Sindhudurg,2020,Kankawali,4,0,0,0,0
Sindhudurg,2020,Malwan,957,533,249,0,0
Sindhudurg,2020,Vengurla,3,3,0,0,0
Sindhudurg,2020,Kudal,972,416,273,0,0
Sindhudurg,2020,Savantwadi,1759,855,404,0,0
Sindhudurg,2020,Dodamarg,0,1,0,0,0
Sindhudurg,2021,Devgad,0,0,0,0,0
Sindhudurg,2021,Vaibhavwadi,0,0,0,0,0
Sindhudurg,2021,Kankawali,5,0,0,0,0
Sindhudurg,2021,Malwan,957,533,249,0,0
Sindhudurg,2021,Vengurla,3,4,0,0,0
Sindhudurg,2021,Kudal,972,416,273,0,0
Sindhudurg,2021,Savantwadi,1760,855,404,0,0
Sindhudurg,2021,Dodamarg,0,0,0,0,0
Thane,2012,Thane,139134,290110,15221,74,
Thane,2012,Bhivandi,23306,21647,3077,70,
Thane,2012,Shahapur,0,0,0,0,
Thane,2012,Kalyan,34756,22195,3322,70,
Thane,2012,Ulhasnagar,26002,13957,2214,66,
Thane,2012,Ambarnath,11223,5471,1004,23,
Thane,2012,Murbad,0,0,0,0,
Thane,2013,Thane,132676,0,5933,104,
Thane,2013,Bhivandi,24736,23736,9225,71,
Thane,2013,Shahapur,0,0,0,0,
Thane,2013,Kalyan,37481,17627,2916,27,
Thane,2013,Ulhasnagar,28598,15845,2420,66,
Thane,2013,Ambarnath,12262,6633,1061,17,
Thane,2013,Murbad,0,0,0,0,
Thane,2014,Thane,174366,143322,20759,68,
Thane,2014,Bhivandi,25977,25329,3171,71,
Thane,2014,Shahapur,0,0,0,0,
Thane,2014,Kalyan,39989,21426,3086,29,
Thane,2014,Ulhasnagar,29512,16138,2580,69,
Thane,2014,Ambarnath,13617,8402,1178,17,
Thane,2014,Murbad,0,0,0,0,
Thane,2015,Thane,182080,162268,21391,68,
Thane,2015,Bhivandi,31256,26482,3208,71,
Thane,2015,Shahapur,0,0,0,0,
Thane,2015,Kalyan,42905,25211,3606,28,
Thane,2015,Ulhasnagar,30810,16920,2600,69,
Thane,2015,Ambarnath,14928,10273,1320,17,
Thane,2015,Murbad,0,0,0,0,
Thane,2016,Thane,85288,118472,9680,60,
Thane,2016,Bhivandi,1106,2700,57,0,
Thane,2016,Shahapur,0,0,0,0,
Thane,2016,Kalyan,266999,33480,3940,31,
Thane,2016,Ulhasnagar,26560,15425,2133,47,
Thane,2016,Ambarnath,15525,11654,1283,17,
Thane,2016,Murbad,0,0,0,0,
Thane,2017,Thane,129725,90060,26826,84,
Thane,2017,Bhivandi,54,198,4,1,
Thane,2017,Shahapur,0,0,0,0,
Thane,2017,Kalyan,23439,30344,5354,23,
Thane,2017,Ulhasnagar,44924,8868,2192,67,
Thane,2017,Ambarnath,17357,14353,1305,16,
Thane,2017,Murbad,0,0,0,0,
Thane,2018,Thane,121186,179505,13887,81,286507
Thane,2018,Bhivandi,86,112,17,0,120
Thane,2018,Shahapur,0,0,0,0,
Thane,2018,Kalyan,25782,33379,5890,17,55337
Thane,2018,Ulhasnagar,50513,60723,2214,8,48593
Thane,2018,Ambarnath,17530,15788,1318,3,38079
Thane,2018,Murbad,0,0.001,0,0,0
Thane,2019,Thane,26922,39770,1875,12,8407
Thane,2019,Bhivandi,3106,3747,354,6,106
Thane,2019,Shahapur,0,0,0,0,
Thane,2019,Kalyan,28360,36716,6479,15,60870
Thane,2019,Ulhasnagar,55564,66795,2435,8,49078
Thane,2019,Ambarnath,19283,17366,1449,3,38459
Thane,2019,Murbad,0,0,0,0,0
Thane,2020,Thane,20309,31737,1552,9,6310
Thane,2020,Bhivandi,3616,4521,374,5,991
Thane,2020,Shahapur,0,0,0,0,0
Thane,2020,Kalyan,29358,40714,6578,15,61970
Thane,2020,Ulhasnagar,56461,66996,2506,8,50175
Thane,2020,Ambarnath,19986,17668,1513,3,38561
Thane,2020,Murbad,0,0,0,0,0
Thane,2021,Thane,26691,39411,2105,199,5058
Thane,2021,Bhivandi,4655,5625,400,0,852
Thane,2021,Shahapur,0,0,0,0,0
Thane,2021,Kalyan,30265,42712,6680,15,63174
Thane,2021,Ulhasnagar,57367,67204,2567,8,51282
Thane,2021,Ambarnath,20695,17981,1580,3,39473
Thane,2021,Murbad,0,0,0,0,0
Wardha,2012,Ashti,,,,,
Wardha,2012,Karanja,,,,,
Wardha,2012,Aarvi,183,170,110,10,
Wardha,2012,Selu,,,,,
Wardha,2012,Wardha,1764,770,375,30,
Wardha,2012,Devali,,,,,
Wardha,2012,Hinganghat,457,223,202,8,
Wardha,2012,Samudrapur,,,,,
Wardha,2013,Ashti,,,,,
Wardha,2013,Karanja,,,,,
Wardha,2013,Aarvi,192,177,50,2,
Wardha,2013,Selu,,,,,
Wardha,2013,Wardha,1826,845,144,4,
Wardha,2013,Devali,,,,,
Wardha,2013,Hinganghat,489,236,82,1,
Wardha,2013,Samudrapur,,,,,
Wardha,2014,Ashti,,,,,
Wardha,2014,Karanja,,,,,
Wardha,2014,Aarvi,196,180,51,2,
Wardha,2014,Selu,,,,,
Wardha,2014,Wardha,1858,880,140,4,
Wardha,2014,Devali,,,,,
Wardha,2014,Hinganghat,523,260,88,1,
Wardha,2014,Samudrapur,,,,,
Wardha,2015,Ashti,,,,,
Wardha,2015,Karanja,,,,,
Wardha,2015,Aarvi,226,191,54,2,
Wardha,2015,Selu,,,,,
Wardha,2015,Wardha,2008,900,160,4,
Wardha,2015,Devali,,,,,
Wardha,2015,Hinganghat,548,278,93,1,
Wardha,2015,Samudrapur,,,,,
Wardha,2016,Ashti,,,,,
Wardha,2016,Karanja,,,,,
Wardha,2016,Aarvi,234,201,58,2,
Wardha,2016,Selu,,,,,
Wardha,2016,Wardha,2030,923,171,4,
Wardha,2016,Devali,,,,,
Wardha,2016,Hinganghat,565,288,99,1,
Wardha,2016,Samudrapur,,,,,
Wardha,2017,Ashti,,,,,
Wardha,2017,Karanja,,,,,
Wardha,2017,Aarvi,240,210,60,2,
Wardha,2017,Selu,,,,,
Wardha,2017,Wardha,2062,930,173,4,
Wardha,2017,Devali,,,,,
Wardha,2017,Hinganghat,577,302,103,1,
Wardha,2017,Samudrapur,,,,,
Wardha,2018,Ashti,,,,,
Wardha,2018,Karanja,,,,,
Wardha,2018,Aarvi,291,242,64,2,1501
Wardha,2018,Selu,,,,,
Wardha,2018,Wardha,2215,1175,199,3,8646
Wardha,2018,Devali,,,,,
Wardha,2018,Hinganghat,668,381,109,1,2372
Wardha,2018,Samudrapur,,,,,
Wardha,2019,Ashti,,,,,
Wardha,2019,Karanja,,,,,
Wardha,2019,Aarvi,354,277,68,2,1553
Wardha,2019,Selu,66,43,18,0,485
Wardha,2019,Wardha,2474,1389,222,3,8854
Wardha,2019,Devali,261,154,41,2,1250
Wardha,2019,Hinganghat,797,454,116,1,2461
Wardha,2019,Samudrapur,,,,,
Wardha,2020,Ashti,,,,,
Wardha,2020,Karanja,,,,,
Wardha,2020,Aarvi,353,277,68,2,1550
Wardha,2020,Selu,63,43,16,0,478
Wardha,2020,Wardha,2490,1389,198,3,8862
Wardha,2020,Devali,378,154,42,2,1365
Wardha,2020,Hinganghat,787,454,108,1,2453
Wardha,2020,Samudrapur,,,,,
Wardha,2021,Ashti,0,0,0,0,0
Wardha,2021,Karanja,0,0,0,0,0
Wardha,2021,Aarvi,646,483,69,2,1602
Wardha,2021,Selu,64,70,41,0,350
Wardha,2021,Wardha,2668,1511,225,3,9078
Wardha,2021,Devali,50,60,40,0,305
Wardha,2021,Hinganghat,985,474,110,1,2385
Wardha,2021,Samudrapur,0,0,0,0,0
Washim,2008,Malegaon,,,,,
Washim,2008,Mangrulpir,,,,,
Washim,2008,Karanja,,,,,
Washim,2008,Manora,,,,,
Washim,2008,Washim,,,,,
Washim,2008,Resod,,,,,
Washim,2009,Malegaon,,,,,
Washim,2009,Mangrulpir,123,69,57,3,
Washim,2009,Karanja,217,112,48,2,
Washim,2009,Manora,,,,,
Washim,2009,Washim,389,249,110,5,
Washim,2009,Resod,,,,,
Washim,2010,Malegaon,,,,,
Washim,2010,Mangrulpir,126,69,53,4,
Washim,2010,Karanja,221,114,41,2,
Washim,2010,Manora,,,,,
Washim,2010,Washim,405,263,110,4,
Washim,2010,Resod,,,,,
Washim,2011,Malegaon,,,,,
Washim,2011,Mangrulpir,131,70,61,3,
Washim,2011,Karanja,241,122,47,2,
Washim,2011,Manora,,,,,
Washim,2011,Washim,422,277,119,4,
Washim,2011,Resod,,,,,
Washim,2012,Malegaon,0,0,0,0,
Washim,2012,Mangrulpir,143,75,64,3,
Washim,2012,Karanja,262,135,50,2,
Washim,2012,Manora,0,0,0,0,
Washim,2012,Washim,478,318,126,4,
Washim,2012,Resod,0,0,0,0,
Washim,2013,Malegaon,0,0,0,0,
Washim,2013,Mangrulpir,142,76,51,3,
Washim,2013,Karanja,293,164,45,2,
Washim,2013,Manora,0,0,0,0,
Washim,2013,Washim,580,381,120,4,
Washim,2013,Resod,0,0,0,0,
Washim,2014,Malegaon,0,0,0,0,
Washim,2014,Mangrulpir,142,77,51,3,
Washim,2014,Karanja,296,167,46,2,
Washim,2014,Manora,0,0,0,0,
Washim,2014,Washim,597,392,123,4,
Washim,2014,Resod,0,0,0,0,
Washim,2015,Malegaon,0,0,0,0,
Washim,2015,Mangrulpir,147,78,52,3,
Washim,2015,Karanja,304,170,53,2,
Washim,2015,Manora,0,0,0,0,
Washim,2015,Washim,672,460,118,4,
Washim,2015,Resod,0,0,0,0,
Washim,2016,Malegaon,0,0,0,0,
Washim,2016,Mangrulpir,169,78,56,3,
Washim,2016,Karanja,504,409,64,2,
Washim,2016,Manora,0,0,0,0,
Washim,2016,Washim,736,467,130,4,
Washim,2016,Resod,0,0,0,0,
Washim,2017,Malegaon,227,128,9,0,
Washim,2017,Mangrulpir,329,282,52,1,
Washim,2017,Karanja,727,254,57,2,
Washim,2017,Manora,233,203,13,0,
Washim,2017,Washim,1495,812,121,3,
Washim,2017,Resod,224,182,5,0,
Washim,2018,Malegaon,,,,,
Washim,2018,Mangrulpir,,,,,
Washim,2018,Karanja,,,,,
Washim,2018,Manora,,,,,
Washim,2018,Washim,,,,,
Washim,2018,Resod,,,,,
Washim,2019,Malegaon,,,,,
Yavatmal,2012,Ner,,,,,
Yavatmal,2012,Babhulgaon,,,,,
Yavatmal,2012,Kalamb,,,,,
Yavatmal,2012,Yavatmal,4618,749,243,2,
Yavatmal,2012,Darvha,418,40,36,2,
Yavatmal,2012,Digras,961,168,56,1,
Yavatmal,2012,Pusad,2140,238,183,4,
Yavatmal,2012,Umarkhed,1483,123,87,1,
Yavatmal,2012,Mahagaon,,,,,
Yavatmal,2012,Aarni,478,34,51,,
Yavatmal,2012,Ghantaji,,,,,
Yavatmal,2012,Kelapur,1045,139,64,,
Yavatmal,2012,Ralegaon,,,,,
Yavatmal,2012,Maregaon,,,,,
Yavatmal,2012,Zari Jamani,,,,,
Yavatmal,2012,Vani,1992,211,130,2,
Yavatmal,2013,Ner,,,,,
Yavatmal,2013,Babhulgaon,,,,,
Yavatmal,2013,Kalamb,,,,,
Yavatmal,2013,Yavatmal,5235,823,261,5,
Yavatmal,2013,Darvha,483,40,30,3,
Yavatmal,2013,Digras,1040,169,45,5,
Yavatmal,2013,Pusad,2405,243,186,6,
Yavatmal,2013,Umarkhed,1663,146,85,4,
Yavatmal,2013,Mahagaon,,,,,
Yavatmal,2013,Aarni,639,47,39,3,
Yavatmal,2013,Ghantaji,,,,,
Yavatmal,2013,Kelapur,1239,160,74,3,
Yavatmal,2013,Ralegaon,,,,,
Yavatmal,2013,Maregaon,,,,,
Yavatmal,2013,Zari Jamani,,,,,
Yavatmal,2013,Vani,2109,278,123,5,
Yavatmal,2014,Ner,,,,,
Yavatmal,2014,Babhulgaon,,,,,
Yavatmal,2014,Kalamb,,,,,
Yavatmal,2014,Yavatmal,5456,922,275,5,
Yavatmal,2014,Darvha,529,47,32,3,
Yavatmal,2014,Digras,1074,177,47,5,
Yavatmal,2014,Pusad,2626,264,190,6,
Yavatmal,2014,Umarkhed,1800,161,95,5,
Yavatmal,2014,Mahagaon,,,,,
Yavatmal,2014,Aarni,709,54,41,3,
Yavatmal,2014,Ghantaji,,,,,
Yavatmal,2014,Kelapur,,,,,
Yavatmal,2014,Ralegaon,,,,,
Yavatmal,2014,Maregaon,,,,,
Yavatmal,2014,Zari Jamani,,,,,
Yavatmal,2014,Vani,3191,459,100,8,
Yavatmal,2015,Ner,,,,,
Yavatmal,2015,Babhulgaon,,,,,
Yavatmal,2015,Kalamb,,,,,
Yavatmal,2015,Yavatmal,5504,936,243,5,
Yavatmal,2015,Darvha,540,47,28,3,
Yavatmal,2015,Digras,1092,177,44,5,
Yavatmal,2015,Pusad,2676,266,173,6,
Yavatmal,2015,Umarkhed,1835,161,86,5,
Yavatmal,2015,Mahagaon,,,,,
Yavatmal,2015,Aarni,727,54,41,3,
Yavatmal,2015,Ghantaji,,,,,
Yavatmal,2015,Kelapur,1139,159,22,3,
Yavatmal,2015,Ralegaon,,,,,
Yavatmal,2015,Maregaon,,,,,
Yavatmal,2015,Zari Jamani,,,,,
Yavatmal,2015,Vani,2071,307,59,5,
Yavatmal,2016,Ner,,,,,
Yavatmal,2016,Babhulgaon,,,,,
Yavatmal,2016,Kalamb,,,,,
Yavatmal,2016,Yavatmal,6361,977,293,5,
Yavatmal,2016,Darvha,629,57,39,3,
Yavatmal,2016,Digras,1247,188,52,3,
Yavatmal,2016,Pusad,3320,314,203,4,
Yavatmal,2016,Umarkhed,2308,83,100,3,
Yavatmal,2016,Mahagaon,,,,,
Yavatmal,2016,Aarni,895,66,49,3,
Yavatmal,2016,Ghantaji,,,,,
Yavatmal,2016,Kelapur,1280,183,90,3,
Yavatmal,2016,Ralegaon,,,,,
Yavatmal,2016,Maregaon,,,,,
Yavatmal,2016,Zari Jamani,,,,,
Yavatmal,2016,Vani,2442,367,126,3,
Yavatmal,2017,Ner,,,,,
Yavatmal,2017,Babhulgaon,,,,,
Yavatmal,2017,Kalamb,,,,,
Yavatmal,2017,Yavatmal,7321,1541,305,4,
Yavatmal,2017,Darvha,639,65,45,3,
Yavatmal,2017,Digras,1305,202,59,3,
Yavatmal,2017,Pusad,3381,323,210,4,
Yavatmal,2017,Umarkhed,2382,108,105,3,
Yavatmal,2017,Mahagaon,,,,,
Yavatmal,2017,Aarni,925,75,56,3,
Yavatmal,2017,Ghantaji,,,,,
Yavatmal,2017,Kelapur,1320,201,98,3,
Yavatmal,2017,Ralegaon,,,,,
Yavatmal,2017,Maregaon,,,,,
Yavatmal,2017,Zari Jamani,,,,,
Yavatmal,2017,Vani,2452,375,135,3,
Yavatmal,2018,Ner,,,,,
Yavatmal,2018,Babhulgaon,,,,,
Yavatmal,2018,Kalamb,,,,,
Yavatmal,2018,Yavatmal,,,,,2330
Yavatmal,2018,Darvha,,,,,
Yavatmal,2018,Digras,,,,,
Yavatmal,2018,Pusad,,,,,1751
Yavatmal,2018,Umarkhed,,,,,332
Yavatmal,2018,Mahagaon,,,,,
Yavatmal,2018,Aarni,,,,,
Yavatmal,2018,Ghantaji,,,,,
Yavatmal,2018,Kelapur,,,,,
Yavatmal,2018,Ralegaon,,,,,
Yavatmal,2018,Maregaon,,,,,
Yavatmal,2018,Zari Jamani,,,,,
Yavatmal,2018,Vani,,,,,382
Yavatmal,2019,Ner,,,,,
Yavatmal,2019,Babhulgaon,,,,,
Yavatmal,2019,Kalamb,,,,,
Yavatmal,2019,Yavatmal,,,,,
Yavatmal,2019,Darvha,,,,,
Yavatmal,2019,Digras,,,,,
Yavatmal,2019,Pusad,,,,,
Yavatmal,2019,Umarkhed,,,,,
Yavatmal,2019,Mahagaon,,,,,
Yavatmal,2019,Aarni,,,,,
Yavatmal,2019,Ghantaji,,,,,
Yavatmal,2019,Kelapur,,,,,
Yavatmal,2019,Ralegaon,,,,,
Yavatmal,2019,Maregaon,,,,,
Yavatmal,2019,Zari Jamani,,,,,
Yavatmal,2019,Vani,,,,,
Yavatmal,2020,Ner,,,,,
Yavatmal,2020,Babhulgaon,,,,,
Yavatmal,2020,Kalamb,,,,,
Yavatmal,2020,Yavatmal,,,,,
Yavatmal,2020,Darvha,,,,,
Yavatmal,2020,Digras,,,,,
Yavatmal,2020,Pusad,,,,,
Yavatmal,2020,Umarkhed,,,,,
Yavatmal,2020,Mahagaon,,,,,
Yavatmal,2020,Aarni,,,,,
Yavatmal,2020,Ghantaji,,,,,
Yavatmal,2020,Kelapur,,,,,
Yavatmal,2020,Ralegaon,,,,,
Yavatmal,2020,Maregaon,,,,,
Yavatmal,2020,Zari Jamani,,,,,
Yavatmal,2020,Vani,,,,,
Yavatmal,2021,Ner,,,,,
Yavatmal,2021,Babhulgaon,,,,,
Yavatmal,2021,Kalamb,,,,,
Yavatmal,2021,Yavatmal,,,,,
Yavatmal,2021,Darvha,,,,,
Yavatmal,2021,Digras,,,,,
Yavatmal,2021,Pusad,,,,,
Yavatmal,2021,Umarkhed,,,,,
Yavatmal,2021,Mahagaon,,,,,
Yavatmal,2021,Aarni,,,,,
Yavatmal,2021,Ghantaji,,,,,
Yavatmal,2021,Kelapur,,,,,
Yavatmal,2021,Ralegaon,,,,,
Yavatmal,2021,Maregaon,,,,,
Yavatmal,2021,Zari Jamani,,,,,
Yavatmal,2021,Vani,,,,,
