District,Year,Taluka,Shops,Business Organizations,Hotels and Restaurants,Cinema Halls
Thane,2021,Kalyan,27759,50205,13129,58
Thane,2021,Ulhasnagar,55774,28025,4703,41
Thane,2021,Ambarnath,13680,22880,4186,25
Thane,2021,Murbad,0,0,0,0
Wardha,2012,Ashti,,,,
Wardha,2012,Karanja,,,,
Wardha,2012,Aarvi,312,830,2,
Wardha,2012,Selu,,,,
Wardha,2012,Wardha,3294,2940,3,
Wardha,2012,Devali,,,,
Wardha,2012,Hinganghat,862,956,1,
Wardha,2012,Samudrapur,,,,
Wardha,2013,Ashti,,,,
Wardha,2013,Karanja,,,,
Wardha,2013,Aarvi,326,847,110,10
Wardha,2013,Selu,,,,
Wardha,2013,Wardha,3397,3174,375,30
Wardha,2013,Devali,,,,
Wardha,2013,Hinganghat,956,998,209,8
Wardha,2013,Samudrapur,,,,
Wardha,2014,Ashti,,,,
Wardha,2014,Karanja,,,,
Wardha,2014,Aarvi,331,858,112,10
Wardha,2014,Selu,,,,
Wardha,2014,Wardha,3440,3238,350,30
Wardha,2014,Devali,,,,
Wardha,2014,Hinganghat,994,1088,225,8
Wardha,2014,Samudrapur,,,,
Wardha,2015,Ashti,,,,
Wardha,2015,Karanja,,,,
Wardha,2015,Aarvi,346,872,119,10
Wardha,2015,Selu,,,,
Wardha,2015,Wardha,3590,3378,410,30
Wardha,2015,Devali,,,,
Wardha,2015,Hinganghat,1036,1140,237,8
Wardha,2015,Samudrapur,,,,
Wardha,2016,Ashti,,,,
Wardha,2016,Karanja,,,,
Wardha,2016,Aarvi,356,887,127,10
Wardha,2016,Selu,,,,
Wardha,2016,Wardha,3611,3402,434,30
Wardha,2016,Devali,,,,
Wardha,2016,Hinganghat,1056,1161,252,8
Wardha,2016,Samudrapur,,,,
Wardha,2017,Ashti,,,,
Wardha,2017,Karanja,,,,
Wardha,2017,Aarvi,364,907,131,10
Wardha,2017,Selu,,,,
Wardha,2017,Wardha,3644,3418,440,30
Wardha,2017,Devali,,,,
Wardha,2017,Hinganghat,1068,1201,262,8
Wardha,2017,Samudrapur,,,,
Wardha,2018,Ashti,,,,
Wardha,2018,Karanja,,,,
Wardha,2018,Aarvi,453,1052,139,10
Wardha,2018,Selu,,,,
Wardha,2018,Wardha,3969,4398,516,24
Wardha,2018,Devali,,,,
Wardha,2018,Hinganghat,1262,1460,278,8
Wardha,2018,Samudrapur,,,,
Wardha,2019,Ashti,,,,
Wardha,2019,Karanja,,,,
Wardha,2019,Aarvi,569,1159,153,10
Wardha,2019,Selu,78,96,73,0
Wardha,2019,Wardha,4593,5210,604,24
Wardha,2019,Devali,434,529,118,10
Wardha,2019,Hinganghat,1416,1692,296,8
Wardha,2019,Samudrapur,,,,
Wardha,2020,Ashti,,,,
Wardha,2020,Karanja,,,,
Wardha,2020,Aarvi,670,1150,150,7
Wardha,2020,Selu,120,110,90,0
Wardha,2020,Wardha,4610,5205,604,11
Wardha,2020,Devali,586,535,136,8
Wardha,2020,Hinganghat,1503,1680,167,8
Wardha,2020,Samudrapur,,,,
Wardha,2021,Ashti,0,0,0,0
Wardha,2021,Karanja,0,0,0,0
Wardha,2021,Aarvi,817,1257,390,10
Wardha,2021,Selu,85,90,84,0
Wardha,2021,Wardha,5373,5942,609,21
Wardha,2021,Devali,62,83,120,0
Wardha,2021,Hinganghat,1958,1994,294,8
Wardha,2021,Samudrapur,0,0,0,0
Washim,2008,Malegaon,,,,
Washim,2008,Mangrulpir,,,,
Washim,2008,Karanja,,,,
Washim,2008,Manora,,,,
Washim,2008,Washim,,,,
Washim,2008,Resod,,,,
Washim,2009,Malegaon,,,,
Washim,2009,Mangrulpir,202,415,154,9
Washim,2009,Karanja,328,461,131,16
Washim,2009,Manora,,,,
Washim,2009,Washim,604,1227,272,21
Washim,2009,Resod,,,,
Washim,2010,Malegaon,,,,
Washim,2010,Mangrulpir,205,415,152,3
Washim,2010,Karanja,333,466,119,12
Washim,2010,Manora,,,,
Washim,2010,Washim,629,1267,270,4
Washim,2010,Resod,,,,
Washim,2011,Malegaon,,,,
Washim,2011,Mangrulpir,210,416,163,9
Washim,2011,Karanja,363,483,119,16
Washim,2011,Manora,,,,
Washim,2011,Washim,637,1303,291,21
Washim,2011,Resod,,,,
Washim,2012,Malegaon,0,0,0,0
Washim,2012,Mangrulpir,232,423,171,9
Washim,2012,Karanja,402,517,135,16
Washim,2012,Manora,0,0,0,0
Washim,2012,Washim,732,1408,319,21
Washim,2012,Resod,0,0,0,0
Washim,2013,Malegaon,0,0,0,0
Washim,2013,Mangrulpir,223,68,144,9
Washim,2013,Karanja,468,607,133,16
Washim,2013,Manora,0,0,0,0
Washim,2013,Washim,877,1539,341,21
Washim,2013,Resod,0,0,0,0
Washim,2014,Malegaon,0,0,0,0
Washim,2014,Mangrulpir,223,65,44,9
Washim,2014,Karanja,475,616,136,16
Washim,2014,Manora,0,0,0,0
Washim,2014,Washim,906,1556,346,21
Washim,2014,Resod,0,0,0,0
Washim,2015,Malegaon,0,0,0,0
Washim,2015,Mangrulpir,231,267,101,9
Washim,2015,Karanja,487,622,148,16
Washim,2015,Manora,0,0,0,0
Washim,2015,Washim,1055,1996,367,21
Washim,2015,Resod,0,0,0,0
Washim,2016,Malegaon,0,0,0,0
Washim,2016,Mangrulpir,297,267,105,6
Washim,2016,Karanja,797,281,188,14
Washim,2016,Manora,0,0,0,0
Washim,2016,Washim,1214,1716,398,21
Washim,2016,Resod,0,0,0,0
Washim,2017,Malegaon,81,23,3,0
Washim,2017,Mangrulpir,102,180,7,4
Washim,2017,Karanja,325,324,18,10
Washim,2017,Manora,37,55,1,0
Washim,2017,Washim,734,1168,92,14
Washim,2017,Resod,85,82,2,0
Washim,2018,Malegaon,,,,
Washim,2018,Mangrulpir,,,,
Washim,2018,Karanja,,,,
Washim,2018,Manora,,,,
Washim,2018,Washim,,,,
Washim,2018,Resod,,,,
Washim,2019,Malegaon,,,,
Yavatmal,2012,Ner,,,,
Yavatmal,2012,Babhulgaon,,,,
Yavatmal,2012,Kalamb,,,,
Yavatmal,2012,Yavatmal,2456,3984,840,12
Yavatmal,2012,Darvha,172,206,92,12
Yavatmal,2012,Digras,339,389,135,5
Yavatmal,2012,Pusad,1148,673,621,19
Yavatmal,2012,Umarkhed,522,622,178,8
Yavatmal,2012,Mahagaon,,,,
Yavatmal,2012,Aarni,234,184,111,
Yavatmal,2012,Ghantaji,,,,
Yavatmal,2012,Kelapur,353,548,176,
Yavatmal,2012,Ralegaon,,,,
Yavatmal,2012,Maregaon,,,,
Yavatmal,2012,Zari Jamani,,,,
Yavatmal,2012,Vani,1034,1006,456,18
Yavatmal,2013,Ner,,,,
Yavatmal,2013,Babhulgaon,,,,
Yavatmal,2013,Kalamb,,,,
Yavatmal,2013,Yavatmal,2761,4299,894,19
Yavatmal,2013,Darvha,187,200,82,12
Yavatmal,2013,Digras,351,399,126,14
Yavatmal,2013,Pusad,1212,735,660,28
Yavatmal,2013,Umarkhed,947,660,219,15
Yavatmal,2013,Mahagaon,,,,
Yavatmal,2013,Aarni,234,215,110,10
Yavatmal,2013,Ghantaji,,,,
Yavatmal,2013,Kelapur,384,597,211,15
Yavatmal,2013,Ralegaon,,,,
Yavatmal,2013,Maregaon,,,,
Yavatmal,2013,Zari Jamani,,,,
Yavatmal,2013,Vani,1165,1214,474,33
Yavatmal,2014,Ner,,,,
Yavatmal,2014,Babhulgaon,,,,
Yavatmal,2014,Kalamb,,,,
Yavatmal,2014,Yavatmal,2889,4495,930,19
Yavatmal,2014,Darvha,199,223,91,12
Yavatmal,2014,Digras,355,414,129,14
Yavatmal,2014,Pusad,1286,815,669,28
Yavatmal,2014,Umarkhed,991,670,235,15
Yavatmal,2014,Mahagaon,,,,
Yavatmal,2014,Aarni,247,237,1149,10
Yavatmal,2014,Ghantaji,,,,
Yavatmal,2014,Kelapur,,,,
Yavatmal,2014,Ralegaon,,,,
Yavatmal,2014,Maregaon,,,,
Yavatmal,2014,Zari Jamani,,,,
Yavatmal,2014,Vani,1599,1874,244,48
Yavatmal,2015,Ner,,,,
Yavatmal,2015,Babhulgaon,,,,
Yavatmal,2015,Kalamb,,,,
Yavatmal,2015,Yavatmal,2919,4521,811,19
Yavatmal,2015,Darvha,199,223,85,12
Yavatmal,2015,Digras,355,414,125,14
Yavatmal,2015,Pusad,1291,826,582,28
Yavatmal,2015,Umarkhed,1001,670,214,15
Yavatmal,2015,Mahagaon,,,,
Yavatmal,2015,Aarni,247,237,116,10
Yavatmal,2015,Ghantaji,,,,
Yavatmal,2015,Kelapur,404,602,43,15
Yavatmal,2015,Ralegaon,,,,
Yavatmal,2015,Maregaon,,,,
Yavatmal,2015,Zari Jamani,,,,
Yavatmal,2015,Vani,1200,1282,170,33
Yavatmal,2016,Ner,,,,
Yavatmal,2016,Babhulgaon,,,,
Yavatmal,2016,Kalamb,,,,
Yavatmal,2016,Yavatmal,3143,4900,1026,19
Yavatmal,2016,Darvha,230,251,106,12
Yavatmal,2016,Digras,381,443,141,14
Yavatmal,2016,Pusad,1528,934,712,28
Yavatmal,2016,Umarkhed,1086,515,245,15
Yavatmal,2016,Mahagaon,,,,
Yavatmal,2016,Aarni,292,264,133,10
Yavatmal,2016,Ghantaji,,,,
Yavatmal,2016,Kelapur,533,659,251,15
Yavatmal,2016,Ralegaon,,,,
Yavatmal,2016,Maregaon,,,,
Yavatmal,2016,Zari Jamani,,,,
Yavatmal,2016,Vani,1622,1448,483,15
Yavatmal,2017,Ner,,,,
Yavatmal,2017,Babhulgaon,,,,
Yavatmal,2017,Kalamb,,,,
Yavatmal,2017,Yavatmal,3914,4995,1101,12
Yavatmal,2017,Darvha,255,295,116,12
Yavatmal,2017,Digras,398,460,152,14
Yavatmal,2017,Pusad,1644,945,731,28
Yavatmal,2017,Umarkhed,1205,606,255,12
Yavatmal,2017,Mahagaon,,,,
Yavatmal,2017,Aarni,325,271,152,10
Yavatmal,2017,Ghantaji,,,,
Yavatmal,2017,Kelapur,553,705,262,16
Yavatmal,2017,Ralegaon,,,,
Yavatmal,2017,Maregaon,,,,
Yavatmal,2017,Zari Jamani,,,,
Yavatmal,2017,Vani,1641,1478,490,15
Yavatmal,2018,Ner,,,,
Yavatmal,2018,Babhulgaon,,,,
Yavatmal,2018,Kalamb,,,,
Yavatmal,2018,Yavatmal,,,,
Yavatmal,2018,Darvha,,,,
Yavatmal,2018,Digras,,,,
Yavatmal,2018,Pusad,,,,
Yavatmal,2018,Umarkhed,,,,
Yavatmal,2018,Mahagaon,,,,
Yavatmal,2018,Aarni,,,,
Yavatmal,2018,Ghantaji,,,,
Yavatmal,2018,Kelapur,,,,
Yavatmal,2018,Ralegaon,,,,
Yavatmal,2018,Maregaon,,,,
Yavatmal,2018,Zari Jamani,,,,
Yavatmal,2018,Vani,,,,
Yavatmal,2019,Ner,,,,
Yavatmal,2019,Babhulgaon,,,,
Yavatmal,2019,Kalamb,,,,
Yavatmal,2019,Yavatmal,,,,
Yavatmal,2019,Darvha,,,,
Yavatmal,2019,Digras,,,,
Yavatmal,2019,Pusad,,,,
Yavatmal,2019,Umarkhed,,,,
Yavatmal,2019,Mahagaon,,,,
Yavatmal,2019,Aarni,,,,
Yavatmal,2019,Ghantaji,,,,
Yavatmal,2019,Kelapur,,,,
Yavatmal,2019,Ralegaon,,,,
Yavatmal,2019,Maregaon,,,,
Yavatmal,2019,Zari Jamani,,,,
Yavatmal,2019,Vani,,,,
Yavatmal,2020,Ner,,,,
Yavatmal,2020,Babhulgaon,,,,
Yavatmal,2020,Kalamb,,,,
Yavatmal,2020,Yavatmal,,,,
Yavatmal,2020,Darvha,,,,
Yavatmal,2020,Digras,,,,
Yavatmal,2020,Pusad,,,,
Yavatmal,2020,Umarkhed,,,,
Yavatmal,2020,Mahagaon,,,,
Yavatmal,2020,Aarni,,,,
Yavatmal,2020,Ghantaji,,,,
Yavatmal,2020,Kelapur,,,,
Yavatmal,2020,Ralegaon,,,,
Yavatmal,2020,Maregaon,,,,
Yavatmal,2020,Zari Jamani,,,,
Yavatmal,2020,Vani,,,,
Yavatmal,2021,Ner,,,,
Yavatmal,2021,Babhulgaon,,,,
Yavatmal,2021,Kalamb,,,,
Yavatmal,2021,Yavatmal,,,,
Yavatmal,2021,Darvha,,,,
Yavatmal,2021,Digras,,,,
Yavatmal,2021,Pusad,,,,
Yavatmal,2021,Umarkhed,,,,
Yavatmal,2021,Mahagaon,,,,
Yavatmal,2021,Aarni,,,,
Yavatmal,2021,Ghantaji,,,,
Yavatmal,2021,Kelapur,,,,
Yavatmal,2021,Ralegaon,,,,
Yavatmal,2021,Maregaon,,,,
Yavatmal,2021,Zari Jamani,,,,
Yavatmal,2021,Vani,,,,
