District,Year,Taluka,Veterinary Hospitals,Veterinary First-Aid Centres,Other Veterinary Facilities,Total Veterinary Facilities
Wardha,2019,Aarvi,1,14,0,18
Wardha,2019,Selu,1,10,0,13
Wardha,2019,Wardha,1,9,1,16
Wardha,2019,Devali,1,8,0,11
Wardha,2019,Hinganghat,1,11,0,15
Wardha,2019,Samudrapur,0,10,0,13
Wardha,2020,Ashti,0,5,0,7
Wardha,2020,Karanja,1,10,0,13
Wardha,2020,Aarvi,1,14,0,18
Wardha,2020,Selu,1,10,0,13
Wardha,2020,Wardha,1,9,1,16
Wardha,2020,Devali,1,8,0,11
Wardha,2020,Hinganghat,1,11,0,15
Wardha,2020,Samudrapur,0,10,0,13
Wardha,2021,Ashti,0,5,0,7
Wardha,2021,Karanja,1,10,0,13
Wardha,2021,Aarvi,1,14,0,18
Wardha,2021,Selu,1,10,0,13
Wardha,2021,Wardha,1,9,1,16
Wardha,2021,Devali,1,8,0,11
Wardha,2021,Hinganghat,1,11,0,15
Wardha,2021,Samudrapur,0,10,0,13
Washim,2008,Malegaon,,6,,
Washim,2008,Mangrulpir,1,7,,
Washim,2008,Karanja,1,4,,
Washim,2008,Manora,,5,,
Washim,2008,Washim,1,13,,
Washim,2008,Resod,1,6,,
Washim,2009,Malegaon,,6,,
Washim,2009,Mangrulpir,,7,,
Washim,2009,Karanja,1,4,,
Washim,2009,Manora,1,5,,
Washim,2009,Washim,1,13,,
Washim,2009,Resod,1,6,,
Washim,2010,Malegaon,,6,,
Washim,2010,Mangrulpir,1,7,,
Washim,2010,Karanja,1,4,,
Washim,2010,Manora,,5,,
Washim,2010,Washim,1,13,,
Washim,2010,Resod,1,6,,
Washim,2011,Malegaon,0,,,
Washim,2011,Mangrulpir,1,,,
Washim,2011,Karanja,1,,,
Washim,2011,Manora,0,,,
Washim,2011,Washim,1,,,
Washim,2011,Resod,1,,,
Washim,2012,Malegaon,0,,,
Washim,2012,Mangrulpir,1,,,
Washim,2012,Karanja,1,,,
Washim,2012,Manora,0,,,
Washim,2012,Washim,1,,,
Washim,2012,Resod,1,,,
Washim,2013,Malegaon,0,,,
Washim,2013,Mangrulpir,1,,,
Washim,2013,Karanja,1,,,
Washim,2013,Manora,0,,,
Washim,2013,Washim,1,,,
Washim,2013,Resod,1,,,
Washim,2014,Malegaon,0,5,,
Washim,2014,Mangrulpir,1,7,,
Washim,2014,Karanja,1,4,,
Washim,2014,Manora,0,5,,
Washim,2014,Washim,1,13,,
Washim,2014,Resod,1,7,,
Washim,2015,Malegaon,0,5,,
Washim,2015,Mangrulpir,1,7,,
Washim,2015,Karanja,1,4,,
Washim,2015,Manora,0,5,,
Washim,2015,Washim,1,13,,
Washim,2015,Resod,1,7,,
Washim,2016,Malegaon,0,5,,
Washim,2016,Mangrulpir,1,7,,
Washim,2016,Karanja,1,4,,
Washim,2016,Manora,0,5,,
Washim,2016,Washim,1,13,,
Washim,2016,Resod,1,7,,
Washim,2017,Malegaon,0,5,,
Washim,2017,Mangrulpir,1,7,,
Washim,2017,Karanja,1,4,,
Washim,2017,Manora,0,5,,
Washim,2017,Washim,1,13,,
Washim,2017,Resod,1,7,,
Washim,2018,Malegaon,0,5,0,9
Washim,2018,Mangrulpir,1,7,0,11
Washim,2018,Karanja,1,4,0,9
Washim,2018,Manora,0,2,5,7
Washim,2018,Washim,1,13,0,15
Washim,2018,Resod,1,7,0,11
Washim,2019,Malegaon,0,5,0,9
Washim,2019,Mangrulpir,1,7,0,11
Washim,2019,Karanja,1,4,0,9
Washim,2019,Manora,0,5,0,7
Washim,2019,Washim,1,13,0,15
Washim,2019,Resod,1,7,0,11
Washim,2020,Malegaon,0,5,0,9
Washim,2020,Mangrulpir,1,7,0,11
Washim,2020,Karanja,1,4,0,9
Washim,2020,Manora,0,5,0,7
Washim,2020,Washim,1,13,0,15
Washim,2020,Resod,1,7,0,11
Washim,2021,Malegaon,0,5,0,9
Washim,2021,Mangrulpir,1,7,0,11
Washim,2021,Karanja,1,4,0,9
Washim,2021,Manora,0,5,0,7
Washim,2021,Washim,1,13,0,15
Washim,2021,Resod,1,7,0,11
Yavatmal,2012,Ner,,6,,
Yavatmal,2012,Babhulgaon,,6,,
Yavatmal,2012,Kalamb,,7,,
Yavatmal,2012,Yavatmal,1,8,,
Yavatmal,2012,Darvha,1,17,,
Yavatmal,2012,Digras,1,11,,
Yavatmal,2012,Pusad,1,14,,
Yavatmal,2012,Umarkhed,1,9,,
Yavatmal,2012,Mahagaon,,7,,
Yavatmal,2012,Aarni,,8,,
Yavatmal,2012,Ghantaji,1,9,,
Yavatmal,2012,Kelapur,1,10,,
Yavatmal,2012,Ralegaon,,6,,
Yavatmal,2012,Maregaon,,4,,
Yavatmal,2012,Zari Jamani,,5,,
Yavatmal,2012,Vani,1,8,,
Yavatmal,2013,Ner,0,6,,
Yavatmal,2013,Babhulgaon,0,6,,
Yavatmal,2013,Kalamb,0,7,,
Yavatmal,2013,Yavatmal,1,8,,
Yavatmal,2013,Darvha,1,17,,
Yavatmal,2013,Digras,1,11,,
Yavatmal,2013,Pusad,1,14,,
Yavatmal,2013,Umarkhed,1,9,,
Yavatmal,2013,Mahagaon,0,7,,
Yavatmal,2013,Aarni,0,8,,
Yavatmal,2013,Ghantaji,1,9,,
Yavatmal,2013,Kelapur,1,10,,
Yavatmal,2013,Ralegaon,0,6,,
Yavatmal,2013,Maregaon,0,4,,
Yavatmal,2013,Zari Jamani,0,5,,
Yavatmal,2013,Vani,1,8,,
Yavatmal,2014,Ner,0,6,,
Yavatmal,2014,Babhulgaon,0,6,,
Yavatmal,2014,Kalamb,0,7,,
Yavatmal,2014,Yavatmal,1,8,,
Yavatmal,2014,Darvha,1,17,,
Yavatmal,2014,Digras,1,11,,
Yavatmal,2014,Pusad,1,14,,
Yavatmal,2014,Umarkhed,1,9,,
Yavatmal,2014,Mahagaon,0,7,,
Yavatmal,2014,Aarni,0,8,,
Yavatmal,2014,Ghantaji,1,9,,
Yavatmal,2014,Kelapur,1,10,,
Yavatmal,2014,Ralegaon,0,6,,
Yavatmal,2014,Maregaon,0,4,,
Yavatmal,2014,Zari Jamani,0,5,,
Yavatmal,2014,Vani,1,8,,
Yavatmal,2015,Ner,0,6,,
Yavatmal,2015,Babhulgaon,0,6,,
Yavatmal,2015,Kalamb,0,7,,
Yavatmal,2015,Yavatmal,1,8,,
Yavatmal,2015,Darvha,1,17,,
Yavatmal,2015,Digras,1,11,,
Yavatmal,2015,Pusad,1,14,,
Yavatmal,2015,Umarkhed,1,9,,
Yavatmal,2015,Mahagaon,0,7,,
Yavatmal,2015,Aarni,0,8,,
Yavatmal,2015,Ghantaji,1,9,,
Yavatmal,2015,Kelapur,1,10,,
Yavatmal,2015,Ralegaon,0,6,,
Yavatmal,2015,Maregaon,0,4,,
Yavatmal,2015,Zari Jamani,0,5,,
Yavatmal,2015,Vani,1,8,,
Yavatmal,2016,Ner,0,6,,
Yavatmal,2016,Babhulgaon,0,6,,
Yavatmal,2016,Kalamb,0,7,,
Yavatmal,2016,Yavatmal,1,8,,
Yavatmal,2016,Darvha,1,17,,
Yavatmal,2016,Digras,1,11,,
Yavatmal,2016,Pusad,1,14,,
Yavatmal,2016,Umarkhed,1,9,,
Yavatmal,2016,Mahagaon,0,7,,
Yavatmal,2016,Aarni,0,8,,
Yavatmal,2016,Ghantaji,1,9,,
Yavatmal,2016,Kelapur,1,10,,
Yavatmal,2016,Ralegaon,0,6,,
Yavatmal,2016,Maregaon,0,4,,
Yavatmal,2016,Zari Jamani,0,5,,
Yavatmal,2016,Vani,1,8,,
Yavatmal,2017,Ner,0,6,,
Yavatmal,2017,Babhulgaon,0,6,,
Yavatmal,2017,Kalamb,0,7,,
Yavatmal,2017,Yavatmal,1,8,,
Yavatmal,2017,Darvha,1,17,,
Yavatmal,2017,Digras,1,11,,
Yavatmal,2017,Pusad,1,14,,
Yavatmal,2017,Umarkhed,1,9,,
Yavatmal,2017,Mahagaon,0,7,,
Yavatmal,2017,Aarni,0,8,,
Yavatmal,2017,Ghantaji,1,9,,
Yavatmal,2017,Kelapur,1,10,,
Yavatmal,2017,Ralegaon,0,6,,
Yavatmal,2017,Maregaon,0,4,,
Yavatmal,2017,Zari Jamani,0,5,,
Yavatmal,2017,Vani,1,8,,
Yavatmal,2018,Ner,0,6,0,10
Yavatmal,2018,Babhulgaon,0,6,0,8
Yavatmal,2018,Kalamb,0,7,0,11
Yavatmal,2018,Yavatmal,1,8,1,15
Yavatmal,2018,Darvha,1,17,0,20
Yavatmal,2018,Digras,1,11,0,12
Yavatmal,2018,Pusad,1,14,0,19
Yavatmal,2018,Umarkhed,1,9,0,16
Yavatmal,2018,Mahagaon,0,7,0,11
Yavatmal,2018,Aarni,0,8,0,11
Yavatmal,2018,Ghantaji,1,9,0,13
Yavatmal,2018,Kelapur,1,10,0,14
Yavatmal,2018,Ralegaon,0,6,0,9
Yavatmal,2018,Maregaon,0,4,0,8
Yavatmal,2018,Zari Jamani,0,5,0,11
Yavatmal,2018,Vani,1,8,0,14
Yavatmal,2019,Ner,0,6,0,10
Yavatmal,2019,Babhulgaon,0,6,0,8
Yavatmal,2019,Kalamb,0,7,0,11
Yavatmal,2019,Yavatmal,1,8,1,15
Yavatmal,2019,Darvha,1,17,0,20
Yavatmal,2019,Digras,1,11,0,12
Yavatmal,2019,Pusad,1,14,0,19
Yavatmal,2019,Umarkhed,1,9,0,16
Yavatmal,2019,Mahagaon,0,7,0,11
Yavatmal,2019,Aarni,0,8,0,11
Yavatmal,2019,Ghantaji,1,9,0,13
Yavatmal,2019,Kelapur,1,10,0,14
Yavatmal,2019,Ralegaon,0,6,0,9
Yavatmal,2019,Maregaon,0,4,0,8
Yavatmal,2019,Zari Jamani,0,5,0,11
Yavatmal,2019,Vani,1,8,0,14
Yavatmal,2020,Ner,0,6,0,10
Yavatmal,2020,Babhulgaon,0,6,0,8
Yavatmal,2020,Kalamb,0,7,0,11
Yavatmal,2020,Yavatmal,1,8,1,15
Yavatmal,2020,Darvha,1,17,0,20
Yavatmal,2020,Digras,1,11,0,12
Yavatmal,2020,Pusad,1,14,0,19
Yavatmal,2020,Umarkhed,1,9,0,16
Yavatmal,2020,Mahagaon,0,7,0,11
Yavatmal,2020,Aarni,0,8,0,11
Yavatmal,2020,Ghantaji,1,9,0,13
Yavatmal,2020,Kelapur,1,10,0,14
Yavatmal,2020,Ralegaon,0,6,0,9
Yavatmal,2020,Maregaon,0,4,0,8
Yavatmal,2020,Zari Jamani,0,5,0,11
Yavatmal,2020,Vani,1,8,0,14
Yavatmal,2021,Ner,0,6,0,10
Yavatmal,2021,Babhulgaon,0,6,0,8
Yavatmal,2021,Kalamb,0,7,0,11
Yavatmal,2021,Yavatmal,1,8,1,15
Yavatmal,2021,Darvha,1,17,0,20
Yavatmal,2021,Digras,1,11,0,12
Yavatmal,2021,Pusad,1,14,0,19
Yavatmal,2021,Umarkhed,1,9,0,16
Yavatmal,2021,Mahagaon,0,7,0,11
Yavatmal,2021,Aarni,0,8,0,11
Yavatmal,2021,Ghantaji,1,9,0,13
Yavatmal,2021,Kelapur,1,10,0,14
Yavatmal,2021,Ralegaon,0,6,0,9
Yavatmal,2021,Maregaon,0,4,0,8
Yavatmal,2021,Zari Jamani,0,5,0,11
Yavatmal,2021,Vani,1,8,0,14
Kolhapur,2017,Shahuwadi,1,6,0,13
Kolhapur,2017,Panhala,1,8,0,13
Kolhapur,2017,Hatkanangale,1,11,0,22
Kolhapur,2017,Shirol,1,14,0,22
Kolhapur,2017,Karveer,1,7,0,20
Kolhapur,2017,Gaganbawda,0,2,0,5
Kolhapur,2017,Radhanagari,0,6,0,14
Kolhapur,2017,Kagal,1,8,0,18
Kolhapur,2017,Bhudargad,0,3,0,10
Kolhapur,2017,Ajra,0,4,0,9
Kolhapur,2017,Gadhinglaj,1,4,0,17
Kolhapur,2017,Chandgad,0,5,0,13
Kolhapur,2018,Shahuwadi,1,6,0,13
Kolhapur,2018,Panhala,1,8,0,13
Kolhapur,2018,Hatkanangale,1,12,0,22
Kolhapur,2018,Shirol,1,14,0,22
Kolhapur,2018,Karveer,1,7,1,20
Kolhapur,2018,Gaganbawda,0,2,0,5
Kolhapur,2018,Radhanagari,0,9,0,14
Kolhapur,2018,Kagal,1,8,0,18
Kolhapur,2018,Bhudargad,0,5,0,10
Kolhapur,2018,Ajra,0,4,0,9
Kolhapur,2018,Gadhinglaj,1,4,0,17
Kolhapur,2018,Chandgad,0,5,1,13
Kolhapur,2019,Shahuwadi,1,6,0,13
Kolhapur,2019,Panhala,1,8,0,13
Kolhapur,2019,Hatkanangale,1,12,0,22
Kolhapur,2019,Shirol,1,14,0,22
Kolhapur,2019,Karveer,1,7,1,20
Kolhapur,2019,Gaganbawda,0,2,0,5
Kolhapur,2019,Radhanagari,0,9,0,14
Kolhapur,2019,Kagal,1,8,0,18
Kolhapur,2019,Bhudargad,0,5,0,10
Kolhapur,2019,Ajra,0,4,0,9
Kolhapur,2019,Gadhinglaj,1,4,0,17
Kolhapur,2019,Chandgad,0,5,1,13
Kolhapur,2020,Shahuwadi,1,6,0,13
Kolhapur,2020,Panhala,1,8,1,14
Kolhapur,2020,Hatkanangale,1,12,1,23
Kolhapur,2020,Shirol,1,14,1,23
Kolhapur,2020,Karveer,1,7,2,21
Kolhapur,2020,Gaganbawda,0,2,0,5
Kolhapur,2020,Radhanagari,0,9,0,14
Kolhapur,2020,Kagal,1,8,1,19
Kolhapur,2020,Bhudargad,0,5,0,10
Kolhapur,2020,Ajra,0,4,0,9
Kolhapur,2020,Gadhinglaj,1,4,0,17
Kolhapur,2020,Chandgad,0,5,1,13
Kolhapur,2021,Shahuwadi,1,6,1,14
Kolhapur,2021,Panhala,1,8,1,14
Kolhapur,2021,Hatkanangale,1,12,1,23
Kolhapur,2021,Shirol,1,14,1,23
Kolhapur,2021,Karveer,1,7,2,21
Kolhapur,2021,Gaganbawda,0,2,0,5
Kolhapur,2021,Radhanagari,0,9,0,14
Kolhapur,2021,Kagal,1,8,0,18
Kolhapur,2021,Bhudargad,0,5,0,10
Kolhapur,2021,Ajra,0,4,0,9
Kolhapur,2021,Gadhinglaj,1,4,0,17
Kolhapur,2021,Chandgad,0,5,1,13
Jalgaon,2009,Chopda,0,0,,
Jalgaon,2009,Yawal,0,0,,
Jalgaon,2009,Raver,0,0,,
Jalgaon,2009,Muktainagar,0,0,,
Jalgaon,2009,Bodvad,0,0,,
Jalgaon,2009,Bhusawal,0,0,,
Jalgaon,2009,Jalgaon,1,0,,
Jalgaon,2009,Erandol,0,0,,
Jalgaon,2009,Dharangoan,0,12,,
Jalgaon,2009,Amalner,0,0,,
Jalgaon,2009,Parola,0,0,,
Jalgaon,2009,Bhadgoan,0,0,,
Jalgaon,2009,Chalisgoan,0,10,,
Jalgaon,2009,Pachora,0,0,,
Jalgaon,2009,Jamner,0,0,,
Jalgaon,2010,Chopda,0,0,,
Jalgaon,2010,Yawal,0,0,,
Jalgaon,2010,Raver,0,0,,
Jalgaon,2010,Muktainagar,0,0,,
Jalgaon,2010,Bodvad,0,0,,
Jalgaon,2010,Bhusawal,0,0,,
Jalgaon,2010,Jalgaon,0,0,,
Jalgaon,2010,Erandol,0,0,,
Jalgaon,2010,Dharangoan,0,22,,
Jalgaon,2010,Amalner,0,0,,
Jalgaon,2010,Parola,0,0,,
Jalgaon,2010,Bhadgoan,0,0,,
Jalgaon,2010,Chalisgoan,0,10,,
Jalgaon,2010,Pachora,0,0,,
Jalgaon,2010,Jamner,0,0,,
Jalgaon,2012,Chopda,0,0,,
Jalgaon,2012,Yawal,0,0,,
Jalgaon,2012,Raver,0,0,,
Jalgaon,2012,Muktainagar,0,0,,
Jalgaon,2012,Bodvad,0,0,,
Jalgaon,2012,Bhusawal,0,0,,
Jalgaon,2012,Jalgaon,1,0,,
Jalgaon,2012,Erandol,0,0,,
Jalgaon,2012,Dharangoan,0,12,,
Jalgaon,2012,Amalner,0,0,,
Jalgaon,2012,Parola,0,0,,
Jalgaon,2012,Bhadgoan,0,0,,
Jalgaon,2012,Chalisgoan,0,10,,
Jalgaon,2012,Pachora,0,0,,
Jalgaon,2012,Jamner,0,0,,
Jalgaon,2013,Chopda,0,0,,
Jalgaon,2013,Yawal,0,0,,
Jalgaon,2013,Raver,0,0,,
Jalgaon,2013,Muktainagar,0,0,,
Jalgaon,2013,Bodvad,0,0,,
Jalgaon,2013,Bhusawal,0,0,,
Jalgaon,2013,Jalgaon,1,0,,
Jalgaon,2013,Erandol,0,0,,
Jalgaon,2013,Dharangoan,0,0,,
Jalgaon,2013,Amalner,0,0,,
Jalgaon,2013,Parola,0,12,,
Jalgaon,2013,Bhadgoan,0,0,,
Jalgaon,2013,Chalisgoan,0,10,,
Jalgaon,2013,Pachora,0,0,,
Jalgaon,2013,Jamner,0,0,,
Jalgaon,2014,Chopda,1,5,,
Jalgaon,2014,Yawal,0,6,,
Jalgaon,2014,Raver,1,5,,
Jalgaon,2014,Muktainagar,1,3,,
Jalgaon,2014,Bodvad,0,3,,
Jalgaon,2014,Bhusawal,0,6,,
Jalgaon,2014,Jalgaon,1,7,,
Jalgaon,2014,Erandol,0,3,,
Jalgaon,2014,Dharangoan,1,3,,
Jalgaon,2014,Amalner,0,5,,
Jalgaon,2014,Parola,0,13,,
Jalgaon,2014,Bhadgoan,0,2,,
Jalgaon,2014,Chalisgoan,1,14,,
Jalgaon,2014,Pachora,0,5,,
Jalgaon,2014,Jamner,1,7,,
Jalgaon,2015,Chopda,1,5,,
Jalgaon,2015,Yawal,0,6,,
Jalgaon,2015,Raver,1,5,,
Jalgaon,2015,Muktainagar,1,3,,
Jalgaon,2015,Bodvad,0,3,,
Jalgaon,2015,Bhusawal,0,6,,
Jalgaon,2015,Jalgaon,1,7,,
Jalgaon,2015,Erandol,0,3,,
Jalgaon,2015,Dharangoan,1,3,,
Jalgaon,2015,Amalner,0,5,,
Jalgaon,2015,Parola,0,13,,
Jalgaon,2015,Bhadgoan,0,2,,
Jalgaon,2015,Chalisgoan,1,14,,
Jalgaon,2015,Pachora,0,5,,
Jalgaon,2015,Jamner,1,7,,
Jalgaon,2016,Chopda,1,5,,
Jalgaon,2016,Yawal,0,6,,
Jalgaon,2016,Raver,1,5,,
Jalgaon,2016,Muktainagar,1,3,,
Jalgaon,2016,Bodvad,0,3,,
Jalgaon,2016,Bhusawal,0,6,,
Jalgaon,2016,Jalgaon,1,7,,
Jalgaon,2016,Erandol,0,3,,
Jalgaon,2016,Dharangoan,1,3,,
Jalgaon,2016,Amalner,0,5,,
Jalgaon,2016,Parola,0,13,,
Jalgaon,2016,Bhadgoan,0,2,,
Jalgaon,2016,Chalisgoan,1,14,,
Jalgaon,2016,Pachora,0,5,,
Jalgaon,2016,Jamner,1,7,,
Jalgaon,2017,Chopda,1,5,,
Jalgaon,2017,Yawal,0,6,,
Jalgaon,2017,Raver,1,5,,
Jalgaon,2017,Muktainagar,1,3,,
Jalgaon,2017,Bodvad,0,3,,
Jalgaon,2017,Bhusawal,0,6,,
Jalgaon,2017,Jalgaon,1,7,,
Jalgaon,2017,Erandol,0,3,,
Jalgaon,2017,Dharangoan,1,3,,
Jalgaon,2017,Amalner,0,5,,
Jalgaon,2017,Parola,0,13,,
Jalgaon,2017,Bhadgoan,0,2,,
Jalgaon,2017,Chalisgoan,1,14,,
Jalgaon,2017,Pachora,0,5,,
Jalgaon,2017,Jamner,1,7,,
Jalgaon,2018,Chopda,1,5,0,14
Jalgaon,2018,Yawal,0,6,0,14
Jalgaon,2018,Raver,1,5,0,15
Jalgaon,2018,Muktainagar,1,3,0,11
Jalgaon,2018,Bodvad,0,3,0,6
Jalgaon,2018,Bhusawal,0,6,0,10
Jalgaon,2018,Jalgaon,1,7,1,16
Jalgaon,2018,Erandol,0,3,0,6
Jalgaon,2018,Dharangoan,1,4,0,8
Jalgaon,2018,Amalner,0,4,0,10
Jalgaon,2018,Parola,0,13,0,17
Jalgaon,2018,Bhadgoan,0,2,0,7
Jalgaon,2018,Chalisgoan,1,12,0,21
Jalgaon,2018,Pachora,0,5,0,12
Jalgaon,2018,Jamner,1,7,0,15
Jalgaon,2019,Chopda,1,5,0,14
Jalgaon,2019,Yawal,0,6,0,14
Jalgaon,2019,Raver,1,5,0,15
Jalgaon,2019,Muktainagar,1,3,0,11
Jalgaon,2019,Bodvad,0,3,0,6
Jalgaon,2019,Bhusawal,0,6,0,10
Jalgaon,2019,Jalgaon,1,7,0,16
Jalgaon,2019,Erandol,0,3,1,6
Jalgaon,2019,Dharangoan,1,4,0,8
Jalgaon,2019,Amalner,0,4,0,10
Jalgaon,2019,Parola,0,13,0,17
Jalgaon,2019,Bhadgoan,0,2,0,7
Jalgaon,2019,Chalisgoan,1,12,0,21
Jalgaon,2019,Pachora,0,5,0,12
Jalgaon,2019,Jamner,1,7,0,15
Jalgaon,2020,Chopda,1,5,0,14
Jalgaon,2020,Yawal,0,6,0,14
Jalgaon,2020,Raver,1,5,0,15
Jalgaon,2020,Muktainagar,1,3,0,11
Jalgaon,2020,Bodvad,0,3,0,6
Jalgaon,2020,Bhusawal,0,6,0,10
Jalgaon,2020,Jalgaon,1,7,1,16
Jalgaon,2020,Erandol,0,3,0,6
Jalgaon,2020,Dharangoan,1,4,0,8
Jalgaon,2020,Amalner,0,4,0,10
Jalgaon,2020,Parola,0,13,0,17
Jalgaon,2020,Bhadgoan,0,2,0,7
Jalgaon,2020,Chalisgoan,1,12,0,21
Jalgaon,2020,Pachora,0,5,0,12
Jalgaon,2020,Jamner,1,7,0,15
Jalgaon,2021,Chopda,1,5,0,14
Jalgaon,2021,Yawal,0,6,0,14
Jalgaon,2021,Raver,1,5,1,16
Jalgaon,2021,Muktainagar,1,3,0,11
Jalgaon,2021,Bodvad,0,3,0,6
Jalgaon,2021,Bhusawal,0,6,0,10
Jalgaon,2021,Jalgaon,1,7,1,16
Jalgaon,2021,Erandol,0,3,0,6
Jalgaon,2021,Dharangoan,1,4,0,8
Jalgaon,2021,Amalner,0,4,0,10
Jalgaon,2021,Parola,0,13,0,17
Jalgaon,2021,Bhadgoan,0,2,0,7
Jalgaon,2021,Chalisgoan,1,12,0,21
Jalgaon,2021,Pachora,0,5,0,12
Jalgaon,2021,Jamner,1,7,0,15
Chh. Sambhaji Nagar,2012,Kannad,1,0,,
Chh. Sambhaji Nagar,2012,Soyegaon,0,0,,
Chh. Sambhaji Nagar,2012,Sillod,1,0,,
Chh. Sambhaji Nagar,2012,Phulambri,0,0,,
Chh. Sambhaji Nagar,2012,Chh. Sambhaji Nagar,1,0,,
Chh. Sambhaji Nagar,2012,Khultabad,0,0,,
Chh. Sambhaji Nagar,2012,Vaijapur,1,0,,
Chh. Sambhaji Nagar,2012,Gangapur,1,0,,
Chh. Sambhaji Nagar,2012,Paithan,1,0,,
Chh. Sambhaji Nagar,2013,Kannad,1,0,,
Chh. Sambhaji Nagar,2013,Soyegaon,0,0,,
Chh. Sambhaji Nagar,2013,Sillod,1,0,,
Chh. Sambhaji Nagar,2013,Phulambri,0,0,,
Chh. Sambhaji Nagar,2013,Chh. Sambhaji Nagar,1,0,,
Chh. Sambhaji Nagar,2013,Khultabad,0,0,,
Chh. Sambhaji Nagar,2013,Vaijapur,1,0,,
Chh. Sambhaji Nagar,2013,Gangapur,1,0,,
Chh. Sambhaji Nagar,2013,Paithan,1,0,,
Chh. Sambhaji Nagar,2014,Kannad,1,0,,
Chh. Sambhaji Nagar,2014,Soyegaon,0,0,,
Chh. Sambhaji Nagar,2014,Sillod,1,0,,
Chh. Sambhaji Nagar,2014,Phulambri,0,0,,
Chh. Sambhaji Nagar,2014,Chh. Sambhaji Nagar,1,0,,
Chh. Sambhaji Nagar,2014,Khultabad,0,0,,
Chh. Sambhaji Nagar,2014,Vaijapur,1,0,,
Chh. Sambhaji Nagar,2014,Gangapur,1,0,,
Chh. Sambhaji Nagar,2014,Paithan,1,0,,
Chh. Sambhaji Nagar,2015,Kannad,1,0,,
Chh. Sambhaji Nagar,2015,Soyegaon,0,0,,
Chh. Sambhaji Nagar,2015,Sillod,1,0,,
Chh. Sambhaji Nagar,2015,Phulambri,0,0,,
Chh. Sambhaji Nagar,2015,Chh. Sambhaji Nagar,1,0,,
Chh. Sambhaji Nagar,2015,Khultabad,0,0,,
Chh. Sambhaji Nagar,2015,Vaijapur,1,0,,
Chh. Sambhaji Nagar,2015,Gangapur,1,0,,
Chh. Sambhaji Nagar,2015,Paithan,1,0,,
Chh. Sambhaji Nagar,2016,Kannad,1,0,,
Chh. Sambhaji Nagar,2016,Soyegaon,0,0,,
Chh. Sambhaji Nagar,2016,Sillod,1,0,,
Chh. Sambhaji Nagar,2016,Phulambri,0,0,,
Chh. Sambhaji Nagar,2016,Chh. Sambhaji Nagar,1,0,,
Chh. Sambhaji Nagar,2016,Khultabad,0,0,,
Chh. Sambhaji Nagar,2016,Vaijapur,1,0,,
Chh. Sambhaji Nagar,2016,Gangapur,1,0,,
Chh. Sambhaji Nagar,2016,Paithan,1,0,,
Chh. Sambhaji Nagar,2017,Kannad,1,0,,
Chh. Sambhaji Nagar,2017,Soyegaon,0,0,,
Chh. Sambhaji Nagar,2017,Sillod,1,0,,
Chh. Sambhaji Nagar,2017,Phulambri,0,0,,
Chh. Sambhaji Nagar,2017,Chh. Sambhaji Nagar,1,0,,
Chh. Sambhaji Nagar,2017,Khultabad,0,0,,
Chh. Sambhaji Nagar,2017,Vaijapur,1,0,,
Chh. Sambhaji Nagar,2017,Gangapur,1,0,,
Chh. Sambhaji Nagar,2017,Paithan,1,0,,
Chh. Sambhaji Nagar,2018,Kannad,1,0,0,
Chh. Sambhaji Nagar,2018,Soyegaon,0,0,0,
Chh. Sambhaji Nagar,2018,Sillod,1,0,0,
Chh. Sambhaji Nagar,2018,Phulambri,0,0,0,
Chh. Sambhaji Nagar,2018,Chh. Sambhaji Nagar,1,0,0,
Chh. Sambhaji Nagar,2018,Khultabad,0,0,0,
Chh. Sambhaji Nagar,2018,Vaijapur,1,0,0,
Chh. Sambhaji Nagar,2018,Gangapur,1,0,0,
Chh. Sambhaji Nagar,2018,Paithan,1,0,0,
Chh. Sambhaji Nagar,2019,Kannad,1,0,0,
Chh. Sambhaji Nagar,2019,Soyegaon,0,0,0,
Chh. Sambhaji Nagar,2019,Sillod,1,0,0,
Chh. Sambhaji Nagar,2019,Phulambri,0,0,0,
Chh. Sambhaji Nagar,2019,Chh. Sambhaji Nagar,1,0,0,
Chh. Sambhaji Nagar,2019,Khultabad,0,0,0,
Chh. Sambhaji Nagar,2019,Vaijapur,1,0,0,
Chh. Sambhaji Nagar,2019,Gangapur,1,0,0,
Chh. Sambhaji Nagar,2019,Paithan,1,0,0,
Chh. Sambhaji Nagar,2020,Kannad,1,0,0,
Chh. Sambhaji Nagar,2020,Soyegaon,0,0,0,
Chh. Sambhaji Nagar,2020,Sillod,1,0,0,
Chh. Sambhaji Nagar,2020,Phulambri,0,0,0,
Chh. Sambhaji Nagar,2020,Chh. Sambhaji Nagar,1,0,0,
Chh. Sambhaji Nagar,2020,Khultabad,0,0,0,
Chh. Sambhaji Nagar,2020,Vaijapur,1,0,0,
Chh. Sambhaji Nagar,2020,Gangapur,1,0,0,
Chh. Sambhaji Nagar,2020,Paithan,1,0,0,
Chh. Sambhaji Nagar,2021,Kannad,1,0,0,19
Chh. Sambhaji Nagar,2021,Soyegaon,0,0,1,9
Chh. Sambhaji Nagar,2021,Sillod,1,0,0,19
Chh. Sambhaji Nagar,2021,Phulambri,0,0,0,8
Chh. Sambhaji Nagar,2021,Chh. Sambhaji Nagar,1,0,0,16
Chh. Sambhaji Nagar,2021,Khultabad,0,0,0,8
