District,Year,Taluka,Length of Rivers,"Number of Lakes, Ponds or Reservoirs Suitable for Fishing",Area Suitable for Fishing,Area Used for Commercial Fisheries,Groundwater Fish Production,Price Received by Producers for Fish Caught,Fish Seeds Used,Fish Business Cooperatives,Members in Fish Business Cooperatives
Amravati,2014,Bhatkuli,25.0,13.0,44.0,23.0,11.0,330000.0,345000.0,3.0,96.0
Amravati,2014,Daryapur,63.0,20.0,44.0,27.0,13.0,2340000.0,209000.0,3.0,99.0
Amravati,2014,Nandgaon Kh,35.0,22.0,191.0,156.0,78.0,2340000.0,342000.0,10.0,433.0
Amravati,2014,Chandur Railway,50.0,13.0,390.0,295.0,147.0,4410000.0,806000.0,8.0,457.0
Amravati,2014,Dhamangaon Re,38.0,3.0,11.0,8.0,4.0,120000.0,240000.0,4.0,203.0
Amravati,2015,Dharani,100.0,121.0,1309.0,1023.0,417.0,12500000.0,3400000.0,14.0,533.0
Amravati,2015,Chikhraldara,29.0,117.0,650.0,522.0,259.0,7770000.0,1400000.0,2.0,67.0
Amravati,2015,Anjangaon Su,85.0,10.0,211.0,190.0,87.0,2600000.0,600000.0,2.0,437.0
Amravati,2015,Achalpur,89.0,30.0,462.0,415.0,226.0,6780000.0,1400000.0,5.0,532.0
Amravati,2015,Chandurbazar,42.0,16.0,298.0,175.0,132.0,3960000.0,800000.0,5.0,214.0
Amravati,2015,Morshi,95.0,20.0,6061.0,5670.0,2963.0,88890000.0,3800000.0,7.0,329.0
Amravati,2015,Warud,82.0,25.0,437.0,395.0,282.0,8460000.0,3200000.0,15.0,877.0
Amravati,2015,Tivas,103.0,20.0,270.0,132.0,49.0,1470000.0,500000.0,6.0,310.0
Amravati,2015,Amravati,127.0,30.0,460.0,322.0,155.0,4650000.0,1000000.0,10.0,504.0
Amravati,2015,Bhatkuli,25.0,13.0,44.0,23.0,9.0,270000.0,400000.0,3.0,96.0
Amravati,2015,Daryapur,63.0,20.0,44.0,27.0,18.0,540000.0,300000.0,3.0,99.0
Amravati,2015,Nandgaon Kh,35.0,22.0,191.0,156.0,115.0,3450000.0,900000.0,11.0,433.0
Amravati,2015,Chandur Railway,50.0,13.0,390.0,295.0,197.0,5910000.0,1000000.0,8.0,457.0
Amravati,2015,Dhamangaon Re,38.0,3.0,11.0,8.0,7.0,210000.0,200000.0,4.0,203.0
Amravati,2016,Dharani,100.0,121.0,1309.0,925.0,307.0,15350000.0,2600000.0,2.0,76.0
Amravati,2016,Chikhraldara,29.0,117.0,650.0,460.0,146.0,7300000.0,1300000.0,0.0,0.0
Amravati,2016,Anjangaon Su,85.0,10.0,211.0,190.0,69.0,3450000.0,1600000.0,1.0,331.0
Amravati,2016,Achalpur,89.0,31.0,522.0,435.0,172.0,8600000.0,1800000.0,4.0,477.0
Amravati,2016,Chandurbazar,42.0,17.0,429.0,306.0,85.0,4250000.0,1200000.0,4.0,171.0
Amravati,2016,Morshi,95.0,20.0,6061.0,5670.0,2353.0,117650000.0,4900000.0,6.0,318.0
Amravati,2016,Warud,82.0,25.0,436.0,385.0,121.0,6050000.0,1900000.0,17.0,939.0
Amravati,2016,Tivas,103.0,21.0,329.0,221.0,35.0,1750000.0,1000000.0,5.0,265.0
Amravati,2016,Amravati,127.0,30.0,460.0,315.0,82.0,4100000.0,1700000.0,7.0,405.0
Amravati,2016,Bhatkuli,25.0,13.0,44.0,20.0,3.0,150000.0,500000.0,1.0,35.0
Amravati,2016,Daryapur,63.0,20.0,44.0,25.0,7.0,350000.0,300000.0,2.0,81.0
Amravati,2016,Nandgaon Kh,35.0,22.0,191.0,156.0,76.0,4800000.0,800000.0,9.0,376.0
Amravati,2016,Chandur Railway,50.0,13.0,390.0,280.0,72.0,3600000.0,700000.0,7.0,283.0
Amravati,2016,Dhamangaon Re,38.0,3.0,11.0,8.0,3.0,150000.0,200000.0,3.0,175.0
Amravati,2017,Dharani,100.0,121.0,1309.0,780.0,125.0,16319999.999999998,2650000.0,1.0,50.0
Amravati,2017,Chikhraldara,29.0,117.0,650.0,340.0,81.0,10380000.0,1400000.0,0.0,0.0
Amravati,2017,Anjangaon Su,85.0,10.0,211.0,190.0,127.0,5100000.0,1300000.0,1.0,331.0
Amravati,2017,Achalpur,89.0,31.0,522.0,390.0,190.0,11400000.0,1200000.0,4.0,477.0
Amravati,2017,Chandurbazar,42.0,17.0,429.0,304.0,135.0,6720000.0,900000.0,6.0,249.0
Amravati,2017,Morshi,95.0,20.0,6061.0,5560.0,2618.0,156900000.0,3820000.0000000005,6.0,318.0
Amravati,2017,Warud,82.0,26.0,476.0,410.0,254.0,12900000.0,1500000.0,17.0,939.0
Amravati,2017,Tivas,103.0,21.0,329.0,205.0,78.0,4260000.0,700000.0,5.0,265.0
Amravati,2017,Amravati,127.0,30.0,460.0,384.0,121.0,6120000.0,1600000.0,8.0,444.0
Amravati,2017,Bhatkuli,25.0,13.0,44.0,20.0,4.0,240000.0,500000.0,1.0,35.0
Amravati,2017,Daryapur,63.0,20.0,44.0,20.0,5.0,300000.0,200000.0,2.0,81.0
Amravati,2017,Nandgaon Kh,35.0,22.0,191.0,170.0,95.0,5700000.0,700000.0,10.0,376.0
Amravati,2017,Chandur Railway,50.0,14.0,545.0,255.0,93.0,5580000.0,500000.0,6.0,283.0
Amravati,2017,Dhamangaon Re,38.0,3.0,11.0,6.0,2.5,150000.0,200000.0,3.0,175.0
Amravati,2018,Dharani,100.0,121.0,1309.0,780.0,112.0,15740000.0,3150000.0,1.0,50.0
Amravati,2018,Chikhraldara,29.0,117.0,650.0,340.0,78.0,9380000.0,1700000.0,0.0,0.0
Amravati,2018,Anjangaon Su,85.0,10.0,211.0,190.0,119.0,5100000.0,1600000.0,1.0,331.0
Amravati,2018,Achalpur,89.0,31.0,522.0,390.0,151.0,10000000.0,1300000.0,4.0,477.0
Amravati,2018,Chandurbazar,42.0,17.0,429.0,304.0,135.0,6120000.0,900000.0,5.0,249.0
Amravati,2018,Morshi,95.0,20.0,6061.0,5560.0,2271.0,135100000.0,5128000.0,6.0,318.0
Amravati,2018,Warud,82.0,26.0,476.0,410.0,225.0,12900000.0,1500000.0,14.0,939.0
Amravati,2018,Tivas,103.0,21.0,329.0,205.0,78.0,3629999.9999999995,1000000.0,5.0,265.0
Amravati,2018,Amravati,127.0,31.0,576.0,500.0,121.0,5240000.0,2100000.0,8.0,469.0
Amravati,2018,Bhatkuli,25.0,13.0,44.0,20.0,4.0,240000.0,500000.0,1.0,35.0
Amravati,2018,Daryapur,63.0,20.0,44.0,20.0,5.0,360000.0,200000.0,2.0,81.0
Amravati,2018,Nandgaon Kh,35.0,22.0,191.0,170.0,71.0,4260000.0,800000.0,9.0,376.0
Amravati,2018,Chandur Railway,50.0,15.0,685.0,395.0,77.0,4340000.0,600000.0,6.0,308.0
Amravati,2018,Dhamangaon Re,38.0,3.0,11.0,6.0,2.6,150000.0,300000.0,3.0,175.0
Amravati,2019,Dharani,100.0,121.0,1309.0,780.0,89.0,8900000.0,3200000.0,1.0,165.0
Amravati,2019,Chikhraldara,29.0,117.0,650.0,340.0,70.0,7000000.0,2800000.0,0.0,0.0
Amravati,2019,Anjangaon Su,85.0,10.0,211.0,190.0,112.0,11200000.0,1600000.0,1.0,331.0
Amravati,2019,Achalpur,89.0,31.0,522.0,390.0,62.0,6200000.0,1500000.0,4.0,568.0
Amravati,2019,Chandurbazar,42.0,17.0,429.0,304.0,80.0,8000000.0,1700000.0,5.0,249.0
Amravati,2019,Morshi,95.0,20.0,6061.0,5560.0,2105.0,210500000.0,5800000.0,6.0,318.0
Amravati,2019,Warud,82.0,28.0,604.0,410.0,201.0,20100000.0,1800000.0,17.0,1239.0
Amravati,2019,Tivas,103.0,21.0,329.0,205.0,60.0,6000000.0,1200000.0,5.0,312.0
Amravati,2019,Amravati,127.0,32.0,700.0,500.0,95.0,9500000.0,3000000.0,9.0,594.0
Amravati,2019,Bhatkuli,25.0,13.0,44.0,20.0,3.0,300000.0,600000.0,1.0,35.0
Amravati,2019,Daryapur,63.0,21.0,278.0,20.0,2.0,200000.0,150000.0,2.0,81.0
Amravati,2019,Nandgaon Kh,35.0,22.0,191.0,170.0,60.0,6000000.0,900000.0,9.0,412.0
Amravati,2019,Chandur Railway,50.0,15.0,685.0,395.0,49.0,4900000.0,1400000.0,6.0,408.0
Amravati,2019,Dhamangaon Re,38.0,3.0,11.0,6.0,1.0,100000.0,125000.0,3.0,177.0
Amravati,2020,Dharani,100.0,121.0,1309.0,780.0,89.0,8900000.0,2000000.0,1.0,165.0
Amravati,2020,Chikhraldara,29.0,117.0,650.0,340.0,75.0,7500000.0,2200000.0,0.0,0.0
Amravati,2020,Anjangaon Su,85.0,10.0,211.0,190.0,152.0,15200000.0,800000.0,1.0,374.0
Amravati,2020,Achalpur,89.0,31.0,522.0,390.0,82.0,8200000.0,1000000.0,4.0,513.0
Amravati,2020,Chandurbazar,42.0,17.0,429.0,304.0,129.0,12900000.0,1200000.0,6.0,318.0
Amravati,2020,Morshi,95.0,20.0,6061.0,5560.0,1483.0,148300000.0,1800000.0,5.0,359.0
Amravati,2020,Warud,82.0,28.0,604.0,410.0,1250.0,125000000.0,1900000.0,16.0,1162.0
Amravati,2020,Tivas,103.0,21.0,329.0,205.0,90.0,9000000.0,900000.0,4.0,287.0
Amravati,2020,Amravati,127.0,32.0,700.0,500.0,120.0,12000000.0,1500000.0,9.0,544.0
Amravati,2020,Bhatkuli,25.0,13.0,44.0,20.0,3.0,300000.0,200000.0,1.0,31.0
Amravati,2020,Daryapur,63.0,21.0,278.0,254.0,3.0,300000.0,83000.0,2.0,52.0
Amravati,2020,Nandgaon Kh,35.0,22.0,191.0,170.0,150.0,15000000.0,900000.0,10.0,416.0
Amravati,2020,Chandur Railway,50.0,15.0,685.0,395.0,79.0,7900000.0,700000.0,6.0,407.0
Amravati,2020,Dhamangaon Re,38.0,3.0,11.0,6.0,2.0,200000.0,100000.0,3.0,175.0
Amravati,2021,Dharani,100.0,121.0,1309.0,780.0,97.0,9700000.0,2800000.0,1.0,165.0
Amravati,2021,Chikhraldara,29.0,117.0,650.0,340.0,77.0,7700000.0,2100000.0,0.0,0.0
Amravati,2021,Anjangaon Su,85.0,10.0,211.0,190.0,160.0,16000000.0,2400000.0,1.0,374.0
Amravati,2021,Achalpur,89.0,31.0,522.0,390.0,101.0,10100000.0,2200000.0,4.0,513.0
Amravati,2021,Chandurbazar,42.0,19.0,707.0,582.0,135.0,13500000.0,2800000.0,7.0,343.0
Amravati,2021,Morshi,95.0,21.0,6093.0,5592.0,1591.0,159100000.0,4600000.0,6.0,392.0
Amravati,2021,Warud,82.0,30.0,1106.0,912.0,1354.0,135400000.0,2800000.0,17.0,1208.0
Amravati,2021,Tivas,103.0,21.0,329.0,205.0,126.0,12600000.0,2400000.0,4.0,287.0
Amravati,2021,Amravati,127.0,32.0,700.0,500.0,110.0,11000000.0,2100000.0,9.0,544.0
Amravati,2021,Bhatkuli,25.0,13.0,44.0,20.0,4.0,400000.0,300000.0,1.0,31.0
Amravati,2021,Daryapur,63.0,21.0,278.0,254.0,5.0,500000.0,400000.0,2.0,52.0
Amravati,2021,Nandgaon Kh,35.0,22.0,191.0,170.0,151.0,15100000.0,1900000.0,10.0,416.0
Amravati,2021,Chandur Railway,50.0,15.0,685.0,395.0,61.5,6150000.0,1700000.0,6.0,407.0
Amravati,2021,Dhamangaon Re,38.0,3.0,11.0,6.0,4.0,400000.0,300000.0,3.0,175.0
Beed,2013,Ashti,72.0,107.0,1800.0,1800.0,50.0,2000000.0,860000.0,10.0,235.0
Beed,2013,Patoda,32.0,103.0,1000.0,1000.0,74.0,3000000.0,478000.0,11.0,156.0
Beed,2013,Shirur Kasar,18.0,76.0,700.0,700.0,52.0,2100000.0,335000.0,10.0,314.0
Beed,2013,Gevrai,154.0,26.0,400.0,400.0,40.0,1600000.0,191000.0,7.0,209.0
Beed,2013,Majalgaon,156.0,27.0,7000.0,7000.0,673.0,26900000.0,3347999.9999999995,4.0,157.0
Beed,2013,Wadwani,18.0,56.0,800.0,800.0,49.0,2000000.0,383000.0,9.0,190.0
Beed,2013,Beed,88.0,97.0,2000.0,2000.0,123.0,4900000.0,956000.0,18.0,490.0
Beed,2013,Cage,76.0,91.0,4400.0,4400.0,309.0,12400000.0,2106000.0,13.0,340.0
Beed,2013,Dharur,14.0,40.0,795.0,795.0,47.0,1900000.0,380000.0,4.0,192.0
Beed,2013,Parli,10.0,48.0,1050.0,1050.0,63.0,2500000.0,501999.99999999994,14.0,315.0
Beed,2013,Ambajogai,10.0,45.0,600.0,600.0,54.0,2200000.0,287000.0,12.0,198.0
Beed,2014,Ashti,72.0,107.0,1800.0,1800.0,310.0,7750000.0,1000000.0,10.0,235.0
Beed,2014,Patoda,32.0,103.0,1000.0,1000.0,300.0,7500000.0,600000.0,11.0,156.0
Beed,2014,Shirur Kasar,18.0,76.0,700.0,700.0,290.0,7250000.0,700000.0,10.0,314.0
Beed,2014,Gevrai,154.0,26.0,400.0,400.0,210.0,22750000.0,2500000.0,7.0,209.0
Beed,2014,Majalgaon,156.0,27.0,7000.0,7000.0,360.0,9000000.0,1000000.0,4.0,157.0
Beed,2014,Wadwani,18.0,56.0,800.0,800.0,810.0,20300000.0,1500000.0,9.0,190.0
Beed,2014,Beed,88.0,97.0,2000.0,2000.0,140.0,3500000.0,900000.0,18.0,490.0
Beed,2014,Cage,76.0,91.0,4400.0,4400.0,150.0,4000000.0,300000.0,13.0,340.0
Beed,2014,Dharur,14.0,40.0,795.0,795.0,280.0,7000000.0,800000.0,4.0,192.0
Beed,2014,Parli,10.0,48.0,1050.0,1050.0,100.0,5000000.0,1700000.0,14.0,315.0
Beed,2014,Ambajogai,10.0,45.0,600.0,600.0,120.0,4000000.0,1200000.0,12.0,198.0
Beed,2015,Ashti,72.0,107.0,1800.0,1800.0,30.0,1500000.0,800000.0,9.0,235.0
Beed,2015,Patoda,32.0,103.0,1000.0,1000.0,23.0,1200000.0,400000.0,6.0,156.0
Beed,2015,Shirur Kasar,18.0,76.0,700.0,700.0,19.0,1000000.0,200000.0,12.0,314.0
Beed,2015,Gevrai,154.0,26.0,400.0,400.0,15.0,800000.0,100000.0,8.0,209.0
Beed,2015,Majalgaon,156.0,27.0,7000.0,7000.0,99.0,5000000.0,3000000.0,6.0,157.0
Beed,2015,Wadwani,18.0,56.0,800.0,800.0,27.0,1400000.0,300000.0,7.0,190.0
Beed,2015,Beed,88.0,97.0,2000.0,2000.0,7.0,400000.0,800000.0,18.0,490.0
Beed,2015,Cage,76.0,91.0,4400.0,4400.0,12.0,600000.0,1900000.0,13.0,340.0
Beed,2015,Dharur,14.0,40.0,795.0,795.0,18.0,900000.0,400000.0,7.0,192.0
Beed,2015,Parli,10.0,48.0,1050.0,1050.0,21.0,1100000.0,300000.0,12.0,315.0
Beed,2015,Ambajogai,10.0,45.0,600.0,600.0,29.0,1500000.0,400000.0,9.0,198.0
Beed,2016,Ashti,72.0,107.0,1800.0,1800.0,310.0,8400000.0,1500000.0,9.0,235.0
Beed,2016,Patoda,32.0,103.0,1000.0,1000.0,400.0,8500000.0,1700000.0,6.0,156.0
Beed,2016,Shirur Kasar,18.0,76.0,700.0,700.0,310.0,8300000.0,1900000.0,12.0,314.0
Beed,2016,Gevrai,154.0,26.0,400.0,400.0,250.0,22800000.0,3700000.0,8.0,209.0
Beed,2016,Majalgaon,156.0,27.0,7000.0,7000.0,810.0,20500000.0,4000000.0,6.0,157.0
Beed,2016,Wadwani,18.0,36.0,800.0,800.0,840.0,20800000.0,3600000.0,7.0,190.0
Beed,2016,Beed,88.0,97.0,2000.0,2000.0,160.0,4000000.0,1500000.0,18.0,490.0
Beed,2016,Cage,76.0,91.0,4400.0,4400.0,170.0,5000000.0,1200000.0,13.0,340.0
Beed,2016,Dharur,14.0,40.0,795.0,795.0,300.0,8000000.0,2600000.0,7.0,192.0
Beed,2016,Parli,10.0,48.0,1050.0,1050.0,130.0,6000000.0,2300000.0,12.0,315.0
Beed,2016,Ambajogai,10.0,45.0,600.0,600.0,150.0,5000000.0,2700000.0,9.0,198.0
Beed,2017,Ashti,72.0,107.0,1800.0,1800.0,393.0,9100000.0,2500000.0,9.0,235.0
Beed,2017,Patoda,32.0,103.0,1000.0,1000.0,400.0,8500000.0,1700000.0,6.0,156.0
Beed,2017,Shirur Kasar,18.0,76.0,700.0,700.0,310.0,8250000.0,1900000.0,12.0,314.0
Beed,2017,Gevrai,154.0,26.0,400.0,400.0,250.0,22750000.0,3700000.0,8.0,209.0
Beed,2017,Majalgaon,156.0,27.0,7000.0,7000.0,1068.0,30575000.0,7000000.0,6.0,157.0
Beed,2017,Wadwani,18.0,37.0,987.0,987.0,900.0,20760000.0,4500000.0,8.0,217.0
Beed,2017,Beed,88.0,97.0,2000.0,2000.0,160.0,4000000.0,1500000.0,18.0,490.0
Beed,2017,Cage,76.0,91.0,4400.0,4400.0,270.0,7000000.0,1700000.0,13.0,340.0
Beed,2017,Dharur,14.0,40.0,795.0,795.0,300.0,8000000.0,2600000.0,7.0,192.0
Beed,2017,Parli,10.0,48.0,1050.0,1050.0,130.0,6000000.0,2300000.0,12.0,315.0
Beed,2017,Ambajogai,10.0,45.0,600.0,600.0,150.0,5000000.0,2700000.0,9.0,198.0
Beed,2018,Ashti,72.0,107.0,2039.0,2039.0,300.0,9000000.0,800000.0,11.0,304.0
Beed,2018,Patoda,32.0,103.0,1000.0,1000.0,265.0,8000000.0,600000.0,6.0,156.0
Beed,2018,Shirur Kasar,18.0,76.0,700.0,700.0,195.0,5900000.0,800000.0,12.0,314.0
Beed,2018,Gevrai,154.0,26.0,400.0,400.0,170.0,5100000.0,1200000.0,8.0,209.0
Beed,2018,Majalgaon,156.0,27.0,7000.0,7000.0,1000.0,30000000.0,2300000.0,6.0,157.0
Beed,2018,Wadwani,18.0,37.0,987.0,987.0,900.0,27000000.0,1800000.0,8.0,217.0
Beed,2018,Beed,88.0,97.0,2000.0,2000.0,95.0,2900000.0,200000.0,18.0,490.0
Beed,2018,Cage,76.0,91.0,4400.0,4400.0,121.0,3900000.0,300000.0,13.0,340.0
Beed,2018,Dharur,14.0,40.0,795.0,795.0,150.0,4500000.0,900000.0,7.0,192.0
Beed,2018,Parli,10.0,41.0,1050.0,1050.0,70.0,2100000.0,700000.0,13.0,346.0
Beed,2018,Ambajogai,10.0,45.0,600.0,600.0,80.0,2400000.0,600000.0,9.0,198.0
Beed,2019,Ashti,72.0,108.0,2244.0,2244.0,310.0,9300000.0,2000000.0,12.0,330.0
Beed,2019,Patoda,32.0,103.0,1000.0,1000.0,280.0,8400000.0,1800000.0,6.0,156.0
Beed,2019,Shirur Kasar,18.0,76.0,700.0,700.0,190.0,5700000.0,1500000.0,12.0,314.0
Beed,2019,Gevrai,154.0,26.0,400.0,400.0,200.0,6000000.0,2000000.0,9.0,239.0
Beed,2019,Majalgaon,156.0,27.0,7000.0,7000.0,1750.0,52500000.0,5000000.0,6.0,157.0
Beed,2019,Wadwani,18.0,37.0,987.0,987.0,1025.0,30700000.0,3500000.0,8.0,217.0
Beed,2019,Beed,88.0,97.0,2000.0,2000.0,245.0,7350000.0,1800000.0,19.0,516.0
Beed,2019,Cage,76.0,91.0,4400.0,4400.0,600.0,18000000.0,2500000.0,14.0,366.0
Beed,2019,Dharur,14.0,40.0,795.0,795.0,210.0,6300000.0,1800000.0,7.0,192.0
Beed,2019,Parli,10.0,41.0,1050.0,1050.0,250.0,7500000.0,2000000.0,13.0,346.0
Beed,2019,Ambajogai,10.0,45.0,600.0,600.0,140.0,4200000.0,1400000.0,9.0,198.0
Beed,2020,Ashti,72.0,108.0,2244.0,2244.0,400.0,12000000.0,2100000.0,12.0,330.0
Beed,2020,Patoda,32.0,103.0,1000.0,1000.0,300.0,9000000.0,2000000.0,6.0,156.0
Beed,2020,Shirur Kasar,18.0,76.0,700.0,700.0,250.0,7500000.0,1600000.0,12.0,314.0
Beed,2020,Gevrai,154.0,26.0,400.0,400.0,250.0,7500000.0,1800000.0,10.0,270.0
Beed,2020,Majalgaon,156.0,27.0,7000.0,7000.0,2000.0,60000000.0,5200000.0,6.0,157.0
Beed,2020,Wadwani,18.0,37.0,987.0,987.0,1200.0,36000000.0,3600000.0,8.0,217.0
Beed,2020,Beed,88.0,97.0,2000.0,2000.0,330.0,9900000.0,1900000.0,19.0,516.0
Beed,2020,Cage,76.0,91.0,4400.0,4400.0,685.0,20550000.0,2700000.0,14.0,366.0
Beed,2020,Dharur,14.0,40.0,795.0,795.0,250.0,7500000.0,1800000.0,7.0,192.0
Beed,2020,Parli,10.0,43.0,1084.0,1084.0,275.0,8250000.0,1800000.0,13.0,346.0
Beed,2020,Ambajogai,10.0,46.0,611.0,611.0,200.0,6000000.0,1500000.0,10.0,224.0
Beed,2021,Ashti,72.0,108.0,2244.0,2244.0,250.0,7000000.0,2100000.0,13.0,358.0
Beed,2021,Patoda,32.0,103.0,1000.0,1000.0,190.0,5000000.0,2000000.0,6.0,156.0
Beed,2021,Shirur Kasar,18.0,76.0,700.0,700.0,150.0,4000000.0,1600000.0,12.0,314.0
Beed,2021,Gevrai,154.0,26.0,400.0,400.0,150.0,3000000.0,1800000.0,10.0,270.0
Beed,2021,Majalgaon,156.0,27.0,7000.0,7000.0,1100.0,29000000.0,5200000.0,6.0,157.0
Beed,2021,Wadwani,18.0,37.0,987.0,987.0,650.0,20000000.0,3600000.0,8.0,217.0
Beed,2021,Beed,88.0,97.0,2000.0,2000.0,180.0,4800000.0,1900000.0,21.0,575.0
Beed,2021,Cage,76.0,91.0,4400.0,4400.0,480.0,18550000.0,2700000.0,14.0,366.0
Beed,2021,Dharur,14.0,40.0,795.0,795.0,150.0,4600000.0,1800000.0,7.0,192.0
Beed,2021,Parli,10.0,43.0,1084.0,1084.0,200.0,4500000.0,1800000.0,14.0,272.0
Beed,2021,Ambajogai,10.0,46.0,611.0,611.0,160.0,3000000.0,1500000.0,10.0,224.0
Bhandara,2012,Tumsar,,1477.0,3106.0,2485.0,1500.0,45000000.0,4004999.9999999995,19.0,1040.0
Bhandara,2012,Mohadi,,403.0,965.0,772.0,1500.0,45000000.0,4000000.0,13.0,1062.0
Bhandara,2012,Bhandara,,372.0,1102.0,441.0,2000.0,60000000.0,3500000.0,18.0,1403.0
Bhandara,2012,Sakoli,,1863.0,3207.0,2501.0,3100.0,93000000.0,8500000.0,23.0,2011.0
Bhandara,2012,Lakhani,,11.0,321.0,321.0,2000.0,60000000.0,3000000.0,11.0,1018.0
Bhandara,2012,Pavani,,1441.0,2758.0,2206.0,2000.0,60000000.0,3500000.0,17.0,1879.0
Bhandara,2012,Lakhandur,,455.0,1051.0,841.0,1000.0,30000000.0,3000000.0,18.0,1417.0
Bhandara,2013,Tumsar,,1477.0,3106.0,2485.0,2425.0,161800000.0,7275000.0,21.0,1040.0
Bhandara,2013,Mohadi,,403.0,965.0,772.0,1275.0,95600000.0,2600000.0,16.0,1062.0
Bhandara,2013,Bhandara,,372.0,1102.0,441.0,960.0,72000000.0,1714999.9999999998,20.0,1353.0
Bhandara,2013,Sakoli,,1863.0,3207.0,2501.0,4180.0,313500000.0,7220000.0,28.0,2011.0
Bhandara,2013,Lakhani,,11.0,321.0,321.0,594.0,44500000.0,2450000.0,18.0,1018.0
Bhandara,2013,Pavani,,1441.0,2758.0,2206.0,1996.0,149700000.0,5150000.0,17.0,1779.0
Bhandara,2013,Lakhandur,,455.0,1051.0,841.0,866.0,64900000.0,2790000.0,13.0,1417.0
Bhandara,2014,Tumsar,,1477.0,3106.0,2485.0,2531.0,202400000.0,7000000.0,22.0,1092.0
Bhandara,2014,Mohadi,,403.0,965.0,772.0,1325.0,106000000.0,2600000.0,16.0,1062.0
Bhandara,2014,Bhandara,,372.0,1102.0,441.0,1010.0,80800000.0,1900000.0,21.0,1404.0
Bhandara,2014,Sakoli,,1863.0,3207.0,2501.0,4280.0,342400000.0,6200000.0,29.0,2070.0
Bhandara,2014,Lakhani,,11.0,321.0,321.0,644.0,51500000.0,2400000.0,18.0,1018.0
Bhandara,2014,Pavani,,1441.0,2758.0,2206.0,2016.0,167600000.0,5000000.0,17.0,1779.0
Bhandara,2014,Lakhandur,,455.0,1051.0,841.0,916.0,73200000.0,2600000.0,13.0,1417.0
Bhandara,2015,Tumsar,,1477.0,3106.0,2485.0,2109.0,166600000.0,7000000.0,22.0,1040.0
Bhandara,2015,Mohadi,,403.0,965.0,772.0,1325.0,106000000.0,2600000.0,16.0,1062.0
Bhandara,2015,Bhandara,,372.0,1102.0,441.0,1010.0,80800000.0,1900000.0,21.0,1353.0
Bhandara,2015,Sakoli,,1863.0,3207.0,2501.0,4280.0,342400000.0,6200000.0,29.0,2011.0
Bhandara,2015,Lakhani,,11.0,321.0,321.0,596.0,76200000.0,2400000.0,18.0,1018.0
Bhandara,2015,Pavani,,1441.0,2758.0,2207.0,2016.0,167600000.0,5000000.0,17.0,1779.0
Bhandara,2015,Lakhandur,,455.0,1051.0,841.0,712.0,89000000.0,2600000.0,13.0,1417.0
Bhandara,2016,Tumsar,,1477.0,3106.0,2994.0,3439.0,195100000.0,6200000.0,22.0,1040.0
Bhandara,2016,Mohadi,,401.0,928.0,859.0,795.0,63600000.0,2400000.0,16.0,1062.0
Bhandara,2016,Bhandara,,372.0,1102.0,1080.0,1085.0,86800000.0,2000000.0,21.0,1354.0
Bhandara,2016,Sakoli,,1863.0,3207.0,3170.0,4055.0,324400000.0,6300000.0,29.0,2116.0
Bhandara,2016,Lakhani,,11.0,321.0,321.0,708.0,56600000.0,2100000.0,18.0,1126.0
Bhandara,2016,Pavani,,1441.0,2758.0,2750.0,2930.0,234400000.0,4800000.0,17.0,1881.0
Bhandara,2016,Lakhandur,,455.0,1051.0,1030.0,732.0,58500000.0,2400000.0,13.0,1417.0
Bhandara,2017,Tumsar,,1477.0,3106.0,2994.0,943.6,33000000.0,4452000.0,22.0,1040.0
Bhandara,2017,Mohadi,,401.0,928.0,859.0,471.8,16500000.0,2226000.0,16.0,1062.0
Bhandara,2017,Bhandara,,372.0,1102.0,1080.0,1078.4,37700000.0,5088000.0,21.0,1354.0
Bhandara,2017,Sakoli,,1863.0,3207.0,3170.0,1145.8,40100000.0,5406000.0,29.0,2116.0
Bhandara,2017,Lakhani,,11.0,321.0,321.0,1011.0,35380000.0,4770000.0,18.0,1126.0
Bhandara,2017,Pavani,,1441.0,2758.0,2750.0,1348.0,47180000.0,6360000.0,17.0,1881.0
Bhandara,2017,Lakhandur,,455.0,1051.0,1030.0,741.4,25950000.0,3497999.9999999995,13.0,1417.0
Bhandara,2018,Tumsar,,1477.0,3106.0,2670.0,301.0,19600000.0,13300000.0,23.0,1090.0
Bhandara,2018,Mohadi,,401.0,928.0,780.0,62.0,6200000.0,3900000.0,16.0,1112.0
Bhandara,2018,Bhandara,,372.0,1102.0,1060.0,64.0,6400000.0,5300000.0,21.0,1354.0
Bhandara,2018,Sakoli,,1863.0,3207.0,3137.0,314.0,31400000.0,15600000.0,29.0,2061.0
Bhandara,2018,Lakhani,,11.0,321.0,192.0,221.0,22100000.0,1000000.0,20.0,1122.0
Bhandara,2018,Pavani,,1441.0,2758.0,2683.0,165.0,16500000.0,13400000.0,17.0,1881.0
Bhandara,2018,Lakhandur,,455.0,1051.0,1051.0,73.0,7300000.0,5300000.0,13.0,1430.0
Bhandara,2019,Tumsar,,1477.0,3106.0,2670.0,1684.0,160000000.0,9500000.0,23.0,1490.0
Bhandara,2019,Mohadi,,401.0,928.0,780.0,365.0,34700000.0,2600000.0,16.0,1212.0
Bhandara,2019,Bhandara,,372.0,1102.0,1060.0,521.0,49500000.0,3600000.0,21.0,1454.0
